bigram_freq,concreteness,word_freq,Initial,key,diversity,letters,item,correct,response_time,subject,age,sex
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,383,29,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,782,30,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,541,31,30,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,862,2,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,592,4,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,883,6,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,447,7,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,450,8,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,547,10,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,416,11,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,620,12,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,541,15,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,471,16,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,688,18,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,617,19,18,0
0,3.79,145.28,detritus,detritusworks,0,5,works,1,829,20,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,519,22,31,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,969,23,34,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,377,24,30,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,862,27,18,0
0,3.79,145.28,detritus,detritusworks,0,5,works,1,829,30,18,1
0,3.79,145.28,detritus,detritusworks,0,5,works,1,597,31,30,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,884,2,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,403,3,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,472,4,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,612,6,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,445,7,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,624,8,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,492,10,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,779,11,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,711,12,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,430,15,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,402,16,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,540,18,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,623,19,18,0
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,585,20,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,615,22,31,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,790,23,34,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,494,24,30,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,884,27,18,0
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,403,28,18,0
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,585,29,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,585,30,18,1
11,4.07,33.16,dimmer,dimmerswitch,2,6,switch,1,930,31,30,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,762,1,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,735,2,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,526,4,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,498,5,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,524,6,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,469,8,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,655,9,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,485,10,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,439,11,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,454,12,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,1173,13,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,433,14,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,420,15,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,354,16,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,341,17,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,421,18,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,674,19,18,0
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,506,20,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,406,21,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,538,22,31,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,450,24,30,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,958,25,30,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,762,27,18,0
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,506,29,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,506,30,18,1
0,4.68,141.04,dissemble,dissemblefire,0,4,fire,1,592,31,30,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,617,1,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,1110,2,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,506,3,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,383,4,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,502,5,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,409,6,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,389,8,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,628,9,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,387,10,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,476,11,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,617,12,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,610,13,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,513,14,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,399,15,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,723,17,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,393,18,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,872,19,18,0
12,2.52,9.85,downright,downrightrude,2,4,rude,1,490,20,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,678,21,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,544,22,31,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,437,24,30,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,680,25,30,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,617,27,18,0
12,2.52,9.85,downright,downrightrude,2,4,rude,1,1110,27,18,0
12,2.52,9.85,downright,downrightrude,2,4,rude,1,506,28,18,0
12,2.52,9.85,downright,downrightrude,2,4,rude,1,490,29,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,490,30,18,1
12,2.52,9.85,downright,downrightrude,2,4,rude,1,740,31,30,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,1388,1,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,535,2,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,590,3,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,701,4,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,789,5,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,437,6,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,351,8,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,689,9,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,556,10,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,473,11,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,1034,12,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,386,14,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,468,15,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,406,16,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,608,17,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,383,18,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,675,19,18,0
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,777,21,18,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,432,25,30,1
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,1388,27,18,0
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,590,28,18,0
0,2.27,159.68,elixir,elixircomes,0,5,comes,1,573,31,30,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,701,1,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,559,2,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,453,4,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,547,5,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,553,6,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,439,8,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,696,9,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,466,10,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,508,11,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,621,12,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,709,13,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,369,14,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,580,15,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,370,16,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,505,17,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,239,18,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,713,19,18,0
3,3.65,10.95,entire,entiresquad,117,5,squad,1,448,20,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,414,21,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,518,22,31,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,490,24,30,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,559,27,18,0
3,3.65,10.95,entire,entiresquad,117,5,squad,1,701,27,18,0
3,3.65,10.95,entire,entiresquad,117,5,squad,1,448,29,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,448,30,18,1
3,3.65,10.95,entire,entiresquad,117,5,squad,1,668,31,30,1
186,2.38,228.64,even,evenamong,541,5,among,1,1154,1,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,607,2,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,257,3,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,980,4,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,796,5,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,390,6,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,570,8,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,581,9,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,431,10,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,479,11,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,438,13,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,312,15,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,384,17,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,357,18,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,566,20,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,638,21,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,589,22,31,1
186,2.38,228.64,even,evenamong,541,5,among,1,396,24,30,1
186,2.38,228.64,even,evenamong,541,5,among,1,594,25,30,1
186,2.38,228.64,even,evenamong,541,5,among,1,607,27,18,0
186,2.38,228.64,even,evenamong,541,5,among,1,980,28,18,0
186,2.38,228.64,even,evenamong,541,5,among,1,570,29,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,438,30,18,1
186,2.38,228.64,even,evenamong,541,5,among,1,1145,31,30,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,565,4,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,425,6,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,537,7,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,404,8,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,777,10,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,471,11,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,426,12,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,448,15,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,534,16,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,396,18,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,736,19,18,0
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,639,20,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,533,22,31,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,578,23,34,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,339,24,30,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,639,29,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,639,30,18,1
0,2.66,152.05,exclaim,exclaimforward,0,7,forward,1,687,31,30,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,885,1,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,623,2,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,540,4,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,582,5,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,549,6,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,435,8,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,909,9,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,505,10,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,424,11,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,706,12,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,575,13,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,891,14,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,342,15,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,538,16,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,382,17,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,365,18,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,1021,19,18,0
67,1.78,81.54,first,firstannual,1261,6,annual,1,574,20,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,714,21,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,445,22,31,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,502,24,30,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,598,25,30,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,623,27,18,0
67,1.78,81.54,first,firstannual,1261,6,annual,1,540,28,18,0
67,1.78,81.54,first,firstannual,1261,6,annual,1,435,29,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,575,30,18,1
67,1.78,81.54,first,firstannual,1261,6,annual,1,674,31,30,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,641,2,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,471,3,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,627,4,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,530,6,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,424,7,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,492,8,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,713,10,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,405,11,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,527,12,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,467,15,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,402,16,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,480,18,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,658,19,18,0
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,578,20,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,693,22,31,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,421,23,34,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,614,24,30,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,471,28,18,0
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,578,29,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,578,30,18,1
11,3.63,176.13,ghostly,ghostlyfigure,1,6,figure,1,640,31,30,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,730,1,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,636,2,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,500,3,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,732,4,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,620,5,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,736,6,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,436,8,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,553,9,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,518,10,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,552,11,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,621,12,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,1041,13,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,515,14,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,528,15,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,508,16,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,616,17,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,659,18,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,603,21,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,813,22,31,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,391,24,30,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,395,25,30,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,636,27,18,0
12,5,10.21,gilded,gildedcage,2,4,cage,1,732,28,18,0
12,5,10.21,gilded,gildedcage,2,4,cage,1,436,29,18,1
12,5,10.21,gilded,gildedcage,2,4,cage,1,718,31,30,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,1226,2,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,442,3,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,706,4,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,453,6,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,431,7,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,390,8,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,532,10,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,391,11,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,494,12,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,406,15,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,416,18,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,668,19,18,0
0,5,158.96,habitat,habitatbed,0,3,bed,1,788,20,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,443,22,31,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,426,23,34,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,342,24,30,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,1226,27,18,0
0,5,158.96,habitat,habitatbed,0,3,bed,1,706,28,18,0
0,5,158.96,habitat,habitatbed,0,3,bed,1,390,29,18,1
0,5,158.96,habitat,habitatbed,0,3,bed,1,539,31,30,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,524,2,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,373,4,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,1015,6,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,473,7,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,365,8,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,807,10,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,478,11,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,488,12,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,396,15,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,451,16,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,514,18,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,849,19,18,0
11,4.77,162,hallowed,hallowedground,1,6,ground,1,539,20,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,537,22,31,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,371,23,34,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,290,24,30,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,539,29,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,539,30,18,1
11,4.77,162,hallowed,hallowedground,1,6,ground,1,732,31,30,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,500,3,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,584,4,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,594,6,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,442,7,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,380,8,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,549,10,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,432,11,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,889,12,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,577,15,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,564,16,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,901,18,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,658,19,18,0
107,2.08,77.63,heart,heartfailure,120,7,failure,1,492,20,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,615,22,31,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,539,23,34,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,535,24,30,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,500,28,18,0
107,2.08,77.63,heart,heartfailure,120,7,failure,1,492,29,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,492,30,18,1
107,2.08,77.63,heart,heartfailure,120,7,failure,1,695,31,30,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,477,2,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,292,3,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,1139,4,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,493,6,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,467,7,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,415,8,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,433,10,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,715,11,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,553,12,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,372,15,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,438,16,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,523,18,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,420,19,18,0
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,733,20,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,530,22,31,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,551,23,34,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,362,24,30,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,292,28,18,0
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,733,29,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,733,30,18,1
0,2.04,153.49,helix,helixclearly,0,7,clearly,1,731,31,30,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,618,2,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,364,3,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,790,6,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,556,7,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,449,8,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,553,10,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,627,11,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,767,12,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,554,15,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,557,16,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,200,18,18,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,930,19,18,0
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,656,22,31,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,766,23,34,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,451,24,30,1
0,1.33,145.92,hoary,hoarydespite,0,7,despite,1,364,28,18,0
0,3,157.52,imbue,imbueforce,0,5,force,1,683,1,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,539,2,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,479,3,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,487,5,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,455,6,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,561,8,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,538,9,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,522,10,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,810,11,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,793,12,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,568,13,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,639,14,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,460,15,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,419,16,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,684,17,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,398,18,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,683,19,18,0
0,3,157.52,imbue,imbueforce,0,5,force,1,596,21,18,1
0,3,157.52,imbue,imbueforce,0,5,force,1,658,22,31,1
0,3,157.52,imbue,imbueforce,0,5,force,1,445,24,30,1
0,3,157.52,imbue,imbueforce,0,5,force,1,797,25,30,1
0,3,157.52,imbue,imbueforce,0,5,force,1,683,27,18,0
0,3,157.52,imbue,imbueforce,0,5,force,1,479,28,18,0
0,3,157.52,imbue,imbueforce,0,5,force,1,499,31,30,1
