subject,sex,age,bigram_freq,Conc_initial,concreteness,Freq_initial,word_freq,Group,Initial,diversity,Letters_initial,letters,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,Syll_initial,Syll_trailing,item,W_NW,accuracy,correct,correct_response,response_time,word_freq,freq_init,trans_prob
12,0,24,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,95,1,[word_response],551,3755,141,0.113475177
23,1,42,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,86.12244898,1,[word_response],552,3755,141,0.113475177
18,1,25,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,92.30769231,1,[word_response],575,3755,141,0.113475177
17,1,33,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,97.22222222,1,[word_response],612,3755,141,0.113475177
1,1,30,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,79.74683544,1,[word_response],646,3755,141,0.113475177
28,1,30,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,85,1,[word_response],658,3755,141,0.113475177
2,1,50,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,88.51674641,1,[word_response],711,3755,141,0.113475177
6,1,30,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,67.55319149,1,[word_response],730,3755,141,0.113475177
3,1,60,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,85.30805687,1,[word_response],747,3755,141,0.113475177
9,1,46,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,85.30805687,1,[word_response],747,3755,141,0.113475177
11,1,20,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,93.2,1,[word_response],787,3755,141,0.113475177
26,0,51,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,80,1,[word_response],795,3755,141,0.113475177
19,1,46,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,88.11881188,1,[word_response],798,3755,141,0.113475177
22,1,29,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,96.55172414,1,[word_response],802,3755,141,0.113475177
27,1,46,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,85.28301887,1,[word_response],880,3755,141,0.113475177
16,1,22,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,71.42857143,1,[word_response],951,3755,141,0.113475177
24,1,48,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,75.30864198,1,[word_response],956,3755,141,0.113475177
29,0,29,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,95.41284404,1,[word_response],1040,3755,141,0.113475177
21,1,18,16,3.07,3.7,1.41,37.55,Low Diversity,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,86.71875,1,[word_response],1052,3755,141,0.113475177
7,0,38,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,87.62376238,1,[word_response],412,985,96,0.104166667
20,1,23,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,100,1,[word_response],472,985,96,0.104166667
23,1,42,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,84.92462312,1,[word_response],505,985,96,0.104166667
14,0,22,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,89.85507246,1,[word_response],522,985,96,0.104166667
13,1,29,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,96.66666667,1,[word_response],538,985,96,0.104166667
27,1,46,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,85.82375479,1,[word_response],554,985,96,0.104166667
22,1,29,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,96.74418605,1,[word_response],560,985,96,0.104166667
2,1,50,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,88.93617021,1,[word_response],562,985,96,0.104166667
10,1,21,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,95.35864979,1,[word_response],573,985,96,0.104166667
5,1,29,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,95,1,[word_response],585,985,96,0.104166667
29,0,29,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,95.85798817,1,[word_response],585,985,96,0.104166667
17,1,33,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,97.48427673,1,[word_response],597,985,96,0.104166667
18,1,25,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,92.83018868,1,[word_response],627,985,96,0.104166667
25,1,47,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,78.29457364,1,[word_response],640,985,96,0.104166667
12,0,24,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,91.89189189,1,[word_response],722,985,96,0.104166667
26,0,51,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,79.7979798,1,[word_response],730,985,96,0.104166667
6,1,30,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,73.89558233,1,[word_response],767,985,96,0.104166667
28,1,30,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,89.28571429,1,[word_response],828,985,96,0.104166667
11,1,20,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,92.78846154,1,[word_response],847,985,96,0.104166667
21,1,18,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,86.32478632,1,[word_response],929,985,96,0.104166667
19,1,46,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,90.15151515,1,[word_response],984,985,96,0.104166667
16,1,22,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,82.5,1,[word_response],1147,985,96,0.104166667
3,1,60,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,85.09090909,1,[word_response],1322,985,96,0.104166667
9,1,46,10,3.9,4.96,0.96,9.85,Low Diversity,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,85.09090909,1,[word_response],1322,985,96,0.104166667
7,0,38,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,87.43718593,1,[word_response],420,2589,103,0.097087379
10,1,21,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,95.08928571,1,[word_response],428,2589,103,0.097087379
14,0,22,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,90.77490775,1,[word_response],458,2589,103,0.097087379
5,1,29,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,95.55555556,1,[word_response],459,2589,103,0.097087379
22,1,29,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,96.84684685,1,[word_response],481,2589,103,0.097087379
21,1,18,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,88.64864865,1,[word_response],522,2589,103,0.097087379
23,1,42,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,85.88235294,1,[word_response],526,2589,103,0.097087379
18,1,25,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,92.14876033,1,[word_response],526,2589,103,0.097087379
27,1,46,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,85.42510121,1,[word_response],539,2589,103,0.097087379
25,1,47,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,78.57142857,1,[word_response],542,2589,103,0.097087379
12,0,24,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,90.625,1,[word_response],544,2589,103,0.097087379
1,1,30,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,75.21367521,1,[word_response],548,2589,103,0.097087379
17,1,33,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,96.69421488,1,[word_response],549,2589,103,0.097087379
2,1,50,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,88.11881188,1,[word_response],575,2589,103,0.097087379
3,1,60,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,85.08064516,1,[word_response],611,2589,103,0.097087379
9,1,46,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,85.08064516,1,[word_response],611,2589,103,0.097087379
13,1,29,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,95.16129032,1,[word_response],639,2589,103,0.097087379
28,1,30,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,77.77777778,1,[word_response],692,2589,103,0.097087379
6,1,30,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,68.06282723,1,[word_response],716,2589,103,0.097087379
20,1,23,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,95.0617284,1,[word_response],799,2589,103,0.097087379
19,1,46,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,90.10989011,1,[word_response],823,2589,103,0.097087379
26,0,51,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,81.2244898,1,[word_response],829,2589,103,0.097087379
11,1,20,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,92.82296651,1,[word_response],934,2589,103,0.097087379
8,1,30,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,88.75,1,[word_response],1010,2589,103,0.097087379
16,1,22,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,50,1,[word_response],1169,2589,103,0.097087379
24,1,48,10,4.19,4.7,1.03,25.89,Low Diversity,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,71.42857143,1,[word_response],1277,2589,103,0.097087379
14,0,22,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,89.91354467,1,[word_response],464,23361,109,0.091743119
1,1,30,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,82.70676692,1,[word_response],469,23361,109,0.091743119
13,1,29,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,97.23502304,1,[word_response],480,23361,109,0.091743119
12,0,24,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,92.43697479,1,[word_response],482,23361,109,0.091743119
20,1,23,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,95.14563107,1,[word_response],484,23361,109,0.091743119
11,1,20,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,93.35664336,1,[word_response],498,23361,109,0.091743119
8,1,30,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,91.07142857,1,[word_response],499,23361,109,0.091743119
17,1,33,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,97.91666667,1,[word_response],522,23361,109,0.091743119
22,1,29,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,95.69536424,1,[word_response],526,23361,109,0.091743119
10,1,21,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,95.56786704,1,[word_response],526,23361,109,0.091743119
27,1,46,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,85.71428571,1,[word_response],557,23361,109,0.091743119
21,1,18,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,87.1559633,1,[word_response],567,23361,109,0.091743119
5,1,29,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,95.95588235,1,[word_response],576,23361,109,0.091743119
3,1,60,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,87.24637681,1,[word_response],689,23361,109,0.091743119
9,1,46,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,87.24637681,1,[word_response],689,23361,109,0.091743119
25,1,47,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,81.50943396,1,[word_response],736,23361,109,0.091743119
6,1,30,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,77.7027027,1,[word_response],750,23361,109,0.091743119
23,1,42,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,86.95652174,1,[word_response],774,23361,109,0.091743119
19,1,46,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,90.49180328,1,[word_response],779,23361,109,0.091743119
28,1,30,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,88.35616438,1,[word_response],796,23361,109,0.091743119
24,1,48,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,76.57657658,1,[word_response],880,23361,109,0.091743119
2,1,50,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,89.84615385,1,[word_response],1068,23361,109,0.091743119
18,1,25,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,92.60273973,1,[word_response],1111,23361,109,0.091743119
16,1,22,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,86.79245283,1,[word_response],1162,23361,109,0.091743119
29,0,29,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,96.31336406,1,[word_response],1235,23361,109,0.091743119
26,0,51,10,3.69,1.8,1.09,233.61,Low Diversity,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,80.90277778,1,[word_response],1381,23361,109,0.091743119
14,0,22,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,90.15748032,1,[word_response],234,487,128,0.0859375
18,1,25,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,92.64705882,1,[word_response],481,487,128,0.0859375
13,1,29,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,95.08196721,1,[word_response],529,487,128,0.0859375
23,1,42,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,84.57446809,1,[word_response],536,487,128,0.0859375
10,1,21,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,95.4887218,1,[word_response],610,487,128,0.0859375
20,1,23,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,94.44444444,1,[word_response],693,487,128,0.0859375
11,1,20,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,93.36283186,1,[word_response],697,487,128,0.0859375
29,0,29,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,96.06741573,1,[word_response],711,487,128,0.0859375
8,1,30,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,87.03703704,1,[word_response],727,487,128,0.0859375
25,1,47,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,76.19047619,1,[word_response],737,487,128,0.0859375
28,1,30,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,90,1,[word_response],769,487,128,0.0859375
1,1,30,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,73.19587629,1,[word_response],782,487,128,0.0859375
22,1,29,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,96.88715953,1,[word_response],786,487,128,0.0859375
24,1,48,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,75.86206897,1,[word_response],841,487,128,0.0859375
6,1,30,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,73.36065574,1,[word_response],852,487,128,0.0859375
27,1,46,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,84.83412322,1,[word_response],863,487,128,0.0859375
3,1,60,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,85.71428571,1,[word_response],968,487,128,0.0859375
9,1,46,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,85.71428571,1,[word_response],968,487,128,0.0859375
21,1,18,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,89.20454545,1,[word_response],970,487,128,0.0859375
2,1,50,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,88.97058824,1,[word_response],1058,487,128,0.0859375
19,1,46,11,3.43,4.7,1.28,4.87,Low Diversity,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,90.18867925,1,[word_response],1445,487,128,0.0859375
7,0,38,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,89.13738019,1,[word_response],413,16200,132,0.083333333
14,0,22,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,90,1,[word_response],426,16200,132,0.083333333
8,1,30,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,91.44736842,1,[word_response],466,16200,132,0.083333333
22,1,29,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,96,1,[word_response],488,16200,132,0.083333333
5,1,29,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,95.57522124,1,[word_response],489,16200,132,0.083333333
25,1,47,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,81.52173913,1,[word_response],496,16200,132,0.083333333
13,1,29,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,97.02970297,1,[word_response],504,16200,132,0.083333333
17,1,33,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,97.90794979,1,[word_response],516,16200,132,0.083333333
27,1,46,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,85.3820598,1,[word_response],533,16200,132,0.083333333
29,0,29,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,96.56652361,1,[word_response],535,16200,132,0.083333333
20,1,23,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,95.19230769,1,[word_response],537,16200,132,0.083333333
23,1,42,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,87.34939759,1,[word_response],542,16200,132,0.083333333
18,1,25,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,92.6686217,1,[word_response],603,16200,132,0.083333333
1,1,30,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,80.52631579,1,[word_response],632,16200,132,0.083333333
12,0,24,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,92.5170068,1,[word_response],646,16200,132,0.083333333
21,1,18,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,88.37209302,1,[word_response],662,16200,132,0.083333333
19,1,46,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,90.16949153,1,[word_response],825,16200,132,0.083333333
11,1,20,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,93.37349398,1,[word_response],835,16200,132,0.083333333
6,1,30,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,78.93081761,1,[word_response],841,16200,132,0.083333333
2,1,50,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,90.26548673,1,[word_response],906,16200,132,0.083333333
28,1,30,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,89.72972973,1,[word_response],990,16200,132,0.083333333
16,1,22,11,1.86,4.77,1.32,162,Low Diversity,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,86.66666667,1,[word_response],1009,16200,132,0.083333333
7,0,38,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,87.30964467,1,[word_response],495,44674,152,0.078947368
23,1,42,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,85.26785714,1,[word_response],497,44674,152,0.078947368
8,1,30,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,90.2173913,1,[word_response],501,44674,152,0.078947368
14,0,22,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,90.74074074,1,[word_response],517,44674,152,0.078947368
22,1,29,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,96.71361502,1,[word_response],525,44674,152,0.078947368
13,1,29,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,94.33962264,1,[word_response],525,44674,152,0.078947368
27,1,46,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,85.58558559,1,[word_response],556,44674,152,0.078947368
11,1,20,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,92.70833333,1,[word_response],573,44674,152,0.078947368
21,1,18,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,88.23529412,1,[word_response],631,44674,152,0.078947368
20,1,23,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,94.87179487,1,[word_response],648,44674,152,0.078947368
18,1,25,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,92.70833333,1,[word_response],655,44674,152,0.078947368
1,1,30,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,76.92307692,1,[word_response],657,44674,152,0.078947368
5,1,29,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,94.84536082,1,[word_response],660,44674,152,0.078947368
17,1,33,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,97.36842105,1,[word_response],666,44674,152,0.078947368
25,1,47,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,78.04878049,1,[word_response],701,44674,152,0.078947368
28,1,30,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,90.14084507,1,[word_response],712,44674,152,0.078947368
2,1,50,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,88.05970149,1,[word_response],763,44674,152,0.078947368
19,1,46,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,87.5,1,[word_response],798,44674,152,0.078947368
12,0,24,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,91.17647059,1,[word_response],801,44674,152,0.078947368
6,1,30,12,4.31,2.94,1.52,446.74,Low Diversity,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,68.52791878,1,[word_response],892,44674,152,0.078947368
