age,bigram_freq,concreteness,word_freq,Initial,diversity,letters,subject,sex,item,correct,response_time,trans_prob
19,,,0,secret,,,,,whsoe,1,1512,0
19,,,0,ozone,,,,,acheive,0,3000,0
19,,,0,drubs,,,,,nugde,1,1280,0
19,,,0,gimlet,,,,,coidng,1,1665,0
19,,,0,have,,,,,sihgt,1,1454,0
19,,,0,rapid,,,,,sprnig,0,3000,0
19,,,0,glide,,,,,dorop,1,1604,0
19,,,0,quickly,,,,,allwo,1,1717,0
19,,,0,fifty,,,,,afarid,0,3000,0
19,,,0,snuffles,,,,,moedl,1,1217,0
19,,,0,give,,,,,langugae,0,3000,0
19,,,0,darn,,,,,agered,0,3000,0
19,,,0,bile,,,,,ptah,1,1380,0
19,,,0,larval,,,,,ofod,1,1291,0
19,,,0,canned,,,,,aggs,1,1699,0
19,,,0,chilli,,,,,acll,1,1367,0
19,,,0,meet,,,,,ogne,1,1299,0
19,,,0,pelvic,,,,,strete,1,1121,0
19,,,0,funny,,,,,adlut,1,1727,0
19,,,0,acid,,,,,adedd,0,3000,0
19,,,0,tides,,,,,muave,1,1279,0
19,,,0,reaches,,,,,timesr,1,1033,0
19,,,0,recent,,,,,adrdess,1,1207,0
19,,,0,rugby,,,,,stgae,1,887,0
19,,,0,coiled,,,,,shrot,1,1089,0
19,,,0,ski,,,,,aicrraft,0,3000,0
19,,,0,year,,,,,hunderd,0,3000,0
19,,,0,way,,,,,agere,1,1136,0
19,,,0,lifer ,,,,,hgus,1,1030,0
19,,,0,toxic,,,,,tset,1,969,0
19,0,3.39,40274,miaow,#N/A,5,,,point,0,332,0
19,0,3.52,39112,fipple,#N/A,5,,,state,0,3000,0
19,,,0,first,,,,,anunal,0,3000,0
19,0,4.9,710,canorous,#N/A,4,,,pony,0,538,0
19,,,0,should,,,,,baer,1,880,0
19,,,0,cadged,,,,,takn,1,1002,0
19,,,0,plate,,,,,cgae,1,893,0
19,,,0,research,,,,,alnog,1,808,0
19,72,1.96,45286,revolve,1,6,,,around,0,3000,0.566929134
19,256,2.89,14421,your,1871,6,,,answer,0,3001,0.001850553
19,,,0,even,,,,,aomng,1,1362,0
19,0,4.15,516,cadged,#N/A,4,,,limp,0,1166,0
19,0,3.79,5957,effable,#N/A,4,,,heat,0,3000,0
19,,,0,behave ,,,,,suop,1,862,0
19,0,4.82,3678,panics,#N/A,5,,,yards,0,3000,0
19,35,3.3,49385,with,4777,6,,,number,0,3000,5.36769E-05
19,,,0,panics,,,,,gruop,0,3000,0
19,,,0,they,,,,,baet,1,1239,0
19,,,0,septic,,,,,ekep,1,431,0
19,12,5,1021,gilded,2,4,,,cage,0,3000,0.041522491
19,,,0,lentil,,,,,alnoe,1,1154,0
19,1071,3.13,10914,would,1036,6,,,appear,0,3000,0.004196741
19,,,0,glabrous,,,,,eeys,1,709,0
19,,,0,downright,,,,,nealry,1,657,0
19,,,0,your,,,,,anwser,0,3000,0
19,,,0,strict,,,,,campiagn,0,3000,0
19,12,2.52,985,downright,2,4,,,rude,0,3000,0.043010753
19,12,2.94,44674,sweeper,1,6,,,system,0,3000,0.078947368
19,84,2.04,5083,this,2909,7,,,ancient,0,3000,0.000181331
19,117,1.73,11002,will,1128,6,,,appeal,0,3000,0.000459606
19,,,0,will,,,,,appael,0,3000,0
19,,,0,would,,,,,appaer,0,3000,0
19,,,0,certain,,,,,amuont,0,3000,0
19,16,3.7,3755,musty,2,5,,,smell,0,3001,0.113475177
19,125,4.88,5799,should,564,4,,,bear,0,3001,0.001123727
19,10,4.12,41547,polyp,1,5,,,group,0,506,0.113636364
19,34,3.7,47089,loony,1,4,,,left,0,3000,0.225165563
19,,,0,gilded,,,,,objetc,0,3000,0
19,,,0,benthos,,,,,letf,1,969,0
19,,,0,deedy,,,,,meetr,1,1166,0
19,0,3.86,468,glabrous,#N/A,4,,,tuck,0,3000,0
19,0,3.07,475,abaya,#N/A,6,,,digest,0,69,0
19,768,2.74,15429,certain,300,6,,,amount,0,98,0.0355046
19,11,4.7,487,volt,1,5,,,meter,0,3000,0.0859375
19,,,0,curd,,,,,failrue,1,321,0
19,10,4.7,2589,curd,1,6,,,cheese,0,652,0.097087379
19,,,0,polyp,,,,,egiht,0,3000,0
19,,,0,with,,,,,nubmer,0,3000,0
19,,,0,inunct,,,,,rdue,1,648,0
19,,,0,sweeper,,,,,gian,1,1104,0
19,,,0,beady,,,,,insdie,0,3000,0
19,,,0,snare,,,,,ahppen,1,1713,0
19,,,0,hodiernal ,,,,,aronud,0,3000,0
19,,,0,little,,,,,bbay,1,1303,0
19,10,4.96,985,snare,1,4,,,drum,0,3000,0.104166667
19,,,0,shady,,,,,depe,1,1226,0
19,600,1.66,31588,were,2752,6,,,almost,0,3000,0.001858552
19,,,0,that,,,,,palce,0,3000,0
19,,,0,fipple,,,,,ssytem,0,3000,0
19,0,4.75,37906,benthos,#N/A,4,,,head,0,3000,0
19,0,4.71,3821,behave ,#N/A,3,,,pub,0,3000,0
19,19,4.8,3324,septic,2,4,,,tank,0,3000,0.208791209
19,12,4.61,7500,shady,1,6,,,corner,0,3000,0.043478261
19,0,4.52,36529,shitty,#N/A,5,,,night,0,3000,0
19,0,2.6,1150,inunct,#N/A,4,,,gall,0,1263,0
19,64,2.61,21935,strict,38,5,,,sense,0,3001,0.030932818
19,,,0,this,,,,,anicent,0,3001,0
19,,,0,abaya,,,,,pian,1,357,0
19,,,0,shitty,,,,,durm,0,3000,0
19,0,3.11,5268,hodiernal ,#N/A,4,,,lies,0,257,0
19,,,0,cell,,,,,swtich,0,3000,0
19,,,0,blotter,,,,,sesne,1,140,0
19,,,0,loony,,,,,numebr,1,519,0
19,67,1.78,8154,first,1261,6,,,annual,0,3001,0.000564448
19,47,3.66,6325,common,269,6,,,object,0,3000,0.002575484
19,,,0,miaow,,,,,semll,1,909,0
19,10,4.72,1353,lentil,1,4,,,soup,0,3001,0.3125
19,0,4.12,41547,blotter,#N/A,5,,,group,0,3000,0
19,21,4.85,29706,beady,2,4,,,eyes,0,3000,0.375
19,,,0,revolve,,,,,lakc,1,1098,0
19,375,2.14,19335,came,171,5,,,along,0,3001,0.007949631
19,367,3.48,48651,that,5217,5,,,place,0,3000,0.000329035
19,186,2.38,22864,even,541,5,,,among,0,3000,0.002580574
19,,,0,effable,,,,,chesee,0,3001,0
19,73,5,9070,little,828,4,,,baby,0,3000,0.00151764
19,,,0,volt,,,,,deifned,0,3000,0
19,,,0,canorous,,,,,corenr,1,597,0
19,,,0,musty,,,,,mahcine,1,1071,0
19,0,4.11,214,deedy,#N/A,6,,,scroll,0,3000,0
19,226,3.97,5675,they,1616,4,,,beat,0,3000,0.000521368
19,0,3.28,35758,zoolatry,#N/A,8,,,business,0,290,0
19,,,0,dimmer,,,,,digets,0,3000,0
19,,,0,sinker,,,,,haet,0,3000,0
19,,,0,logomachy,,,,,soto,1,539,0
19,11,4.77,16200,hallowed,1,6,,,ground,0,3000,0.083333333
19,146,3.38,10700,very,987,4,,,deep,0,3000,0.001186153
19,,,0,musket,,,,,leis,1,1226,0
19,,,0,common,,,,,gruond,1,1458,0
19,0,3.72,35144,labarum,#N/A,4,,,area,0,628,0
19,,,0,crusty,,,,,haed,1,1202,0
19,0,3.97,7398,solander,#N/A,4,,,draw,0,1076,0
19,32,4.77,4096,sinker,1,5,,,plate,0,3000,0.470588235
19,,,0,solander,,,,,darw,1,1962,0
19,,,0,very,,,,,braed,0,3000,0
19,,,0,will,,,,,pltae,1,1372,0
19,11,3.78,16465,croquet,1,4,,,club,0,734,0.076923077
19,19,4.26,10142,worldly,1,5,,,goods,0,3000,0.076305221
19,50,1.89,11494,spent,100,6,,,nearly,0,3000,0.004243041
19,,,0,must,,,,,efefct,0,3000,0
19,0,2.67,182,jumentous,#N/A,4,,,toil,0,333,0
19,383,4.04,17309,about,1217,5,,,eight,0,3000,0.001943018
19,,,0,runny,,,,,scorll,0,3000,0
19,33,4.89,4337,runny,1,4,,,nose,0,3000,0.358695652
19,,,0,support,,,,,frie,1,806,0
19,,,0,worldly,,,,,piont,0,3000,0
19,0,3.69,798,ratite,#N/A,5,,,crisp,0,3000,0
19,,,0,crotch,,,,,sewnig,1,772,0
19,,,0,living,,,,,clel,1,903,0
19,,,0,about,,,,,nsoe,1,875,0
19,,,0,martlet,,,,,perss,1,1065,0
19,48,4.25,8938,support,208,7,,,machine,0,3000,0.001608849
19,0,4.4,606,crotch,#N/A,6,,,sewing,0,3000,0
19,,,0,ratite,,,,,cirsp,1,375,0
19,,,0,wanker,,,,,aawy,1,1178,0
19,11,3.63,17613,ghostly,1,6,,,figure,0,3000,0.042307692
19,,,0,could,,,,,culb,1,1250,0
19,0,3.89,1171,omophagy,#N/A,4,,,sigh,0,1086,0
19,37,3,9518,research,284,8,,,campaign,0,3001,0.001370777
19,0,4.61,196,logomachy,#N/A,4,,,soot,0,1482,0
19,,,0,zoolatry,,,,,buisness,1,640,0
19,10,1.8,23361,marbled,1,6,,,effect,0,3000,0.091743119
19,0,3.39,758,uniped,#N/A,4,,,dash,0,3000,0
19,,,0,sickle,,,,,sttae,1,933,0
19,0,4.07,428,panurgic,#N/A,4,,,stab,0,3001,0
19,,,0,from,,,,,godl,1,1339,0
19,107,2.08,7763,heart,120,7,,,failure,0,3000,0.007792019
19,0,4.89,406,nacarat,#N/A,5,,,salts,0,694,0
19,239,2.86,13265,living,154,5,,,alone,0,3000,0.014930035
19,37,4.92,3770,crusty,1,5,,,bread,0,3000,0.253424658
19,0,4.47,431,screwy,#N/A,4,,,kits,0,3000,0
19,0,2.23,38747,wanker,#N/A,4,,,away,0,3000,0
19,151,2.24,5218,will,1128,4,,,gain,0,3000,0.000593166
19,,,0,panurgic,,,,,satb,1,1070,0
19,,,0,screwy,,,,,kist,1,1253,0
19,,,0,carat,,,,,gruop,1,661,0
19,,,0,croquet,,,,,pbu,1,891,0
19,,,0,heart,,,,,behnid,1,1528,0
19,49,3.48,23698,lagging,1,6,,,behind,0,3000,0.494949495
19,,,0,total,,,,,figrue,0,3000,0
19,,,0,nacarat,,,,,salst,1,1107,0
19,11,4.07,3316,dimmer,2,6,,,switch,0,3000,0.150684932
19,11,4.68,14104,musket,1,4,,,fire,0,3001,0.183333333
19,,,0,jumentous,,,,,tiol,1,574,0
19,,,0,research,,,,,swtich,1,1256,0
19,,,0,spent,,,,,godos,1,1622,0
19,190,3.67,14309,just,895,6,,,inside,0,712,0.001466615
19,22,3.3,49385,from,3081,6,,,number,0,3000,5.31999E-05
19,0,4.46,1183,thurifer,#N/A,4,,,bile,0,455,0
19,,,0,marbled,,,,,tcuk,1,451,0
19,230,2.37,27813,must,448,4,,,keep,0,3000,0.00316931
19,,,0,whacking,,,,,pnoy,1,586,0
19,,,0,labarum,,,,,arae,1,1206,0
19,12,1.81,45217,whacking,1,5,,,great,0,615,0.279069767
19,,,0,cadence,,,,,nihgt,1,159,0
19,71,4.81,7792,carat,1,4,,,gold,0,25,0.496503497
19,0,3.9,13115,martlet,#N/A,5,,,press,0,762,0
19,47,3.66,6325,common,269,6,,,object,0,3000,0.002575484
19,80,2.04,10068,total,261,4,,,lack,0,3001,0.004553734
19,,,0,uniped,,,,,dsah,1,1685,0
19,,,0,thurifer,,,,,blie,1,467,0
19,84,4.44,5518,sickle,1,4,,,cell,0,3000,0.509090909
19,,,0,clearly,,,,,graet,0,3000,0
19,363,2.07,5898,clearly,215,7,,,defined,0,3000,0.023649749
19,10,3.27,12939,cadence,1,6,,,design,0,3001,0.192307692
19,,,0,hallowed,,,,,agll,1,1107,0
19,,,0,lagging,,,,,yrads,1,1063,0
19,,,0,omophagy,,,,,sihg,1,120,0
19,,,0,ghostly,,,,,lmip,1,1225,0
19,,,0,just,,,,,deisgn,0,3000,0
19,350,1.78,8760,could,790,6,,,happen,0,3001,0.002078484
22,72,1.96,45286,revolve,1,6,16,1,around,0,934,0.566929134
22,10,4.7,2589,curd,1,6,16,1,cheese,1,1169,0.097087379
22,,,0,beady,,,16,1,insdie,1,1989,0
22,0,3.07,475,abaya,#N/A,6,16,1,digest,1,1686,0
22,,,0,this,,,16,1,anicent,1,1749,0
22,375,2.14,19335,came,171,5,16,1,along,1,1219,0.007949631
22,,,0,septic,,,16,1,ekep,1,869,0
22,,,0,canorous,,,16,1,corenr,1,916,0
22,,,0,cell,,,16,1,swtich,0,895,0
22,,,0,blotter,,,16,1,sesne,1,1405,0
22,,,0,glabrous,,,16,1,eeys,1,839,0
22,226,3.97,5675,they,1616,4,16,1,beat,1,1049,0.000521368
22,,,0,inunct,,,16,1,rdue,1,1057,0
22,,,0,with,,,16,1,nubmer,0,888,0
22,16,3.7,3755,musty,2,5,16,1,smell,1,951,0.113475177
22,,,0,polyp,,,16,1,egiht,1,1972,0
22,,,0,downright,,,16,1,nealry,1,1671,0
22,12,2.94,44674,sweeper,1,6,16,1,system,1,1095,0.078947368
22,367,3.48,48651,that,5217,5,16,1,place,1,1501,0.000329035
22,,,0,certain,,,16,1,amuont,1,1686,0
22,47,3.66,6325,common,269,6,16,1,object,1,1601,0.002575484
22,768,2.74,15429,certain,300,6,16,1,amount,1,1638,0.0355046
22,0,4.12,41547,blotter,#N/A,5,16,1,group,1,1014,0
22,12,4.61,7500,shady,1,6,16,1,corner,0,975,0.043478261
22,0,4.11,214,deedy,#N/A,6,16,1,scroll,1,1608,0
22,,,0,your,,,16,1,anwser,1,2427,0
22,,,0,little,,,16,1,bbay,1,1406,0
22,600,1.66,31588,were,2752,6,16,1,almost,1,1414,0.001858552
22,21,4.85,29706,beady,2,4,16,1,eyes,1,928,0.375
22,10,4.12,41547,polyp,1,5,16,1,group,1,1581,0.113636364
22,84,2.04,5083,this,2909,7,16,1,ancient,1,2193,0.000181331
22,34,3.7,47089,loony,1,4,16,1,left,1,970,0.225165563
22,,,0,lentil,,,16,1,alnoe,1,1110,0
22,10,4.96,985,snare,1,4,16,1,drum,1,1147,0.104166667
22,73,5,9070,little,828,4,16,1,baby,1,943,0.00151764
22,0,4.52,36529,shitty,#N/A,5,16,1,night,1,1438,0
22,,,0,would,,,16,1,appaer,0,3000,0
22,,,0,even,,,16,1,aomng,1,1805,0
22,,,0,plate,,,16,1,cgae,1,984,0
22,,,0,musty,,,16,1,mahcine,1,1573,0
22,117,1.73,11002,will,1128,6,16,1,appeal,1,1753,0.000459606
22,0,3.79,5957,effable,#N/A,4,16,1,heat,1,1555,0
22,1071,3.13,10914,would,1036,6,16,1,appear,1,2119,0.004196741
22,0,4.9,710,canorous,#N/A,4,16,1,pony,1,1110,0
22,64,2.61,21935,strict,38,5,16,1,sense,1,1580,0.030932818
22,,,0,shitty,,,16,1,durm,1,1455,0
22,,,0,hodiernal ,,,16,1,aronud,1,1158,0
22,0,2.6,1150,inunct,#N/A,4,16,1,gall,0,2956,0
22,,,0,effable,,,16,1,chesee,1,1415,0
22,0,4.71,3821,behave ,#N/A,3,16,1,pub,1,1121,0
22,0,4.15,516,cadged,#N/A,4,16,1,limp,1,965,0
22,,,0,shady,,,16,1,depe,1,1169,0
22,125,4.88,5799,should,564,4,16,1,bear,1,932,0.001123727
22,0,3.86,468,glabrous,#N/A,4,16,1,tuck,1,1297,0
22,0,3.39,40274,miaow,#N/A,5,16,1,point,1,1456,0
22,10,4.72,1353,lentil,1,4,16,1,soup,1,968,0.3125
22,67,1.78,8154,first,1261,6,16,1,annual,0,2629,0.000564448
22,,,0,panics,,,16,1,gruop,1,1999,0
22,,,0,first,,,16,1,anunal,1,2625,0
22,,,0,research,,,16,1,alnog,1,1675,0
22,,,0,strict,,,16,1,campiagn,0,1833,0
22,0,3.11,5268,hodiernal ,#N/A,4,16,1,lies,1,1009,0
22,,,0,gilded,,,16,1,objetc,1,1629,0
22,11,4.7,487,volt,1,5,16,1,meter,1,1567,0.0859375
22,12,5,1021,gilded,2,4,16,1,cage,1,1171,0.041522491
22,,,0,will,,,16,1,appael,1,2248,0
22,19,4.8,3324,septic,2,4,16,1,tank,1,833,0.208791209
22,,,0,sweeper,,,16,1,gian,1,1219,0
22,,,0,behave ,,,16,1,suop,1,1061,0
22,,,0,loony,,,16,1,numebr,1,1483,0
22,,,0,cadged,,,16,1,takn,1,1729,0
22,35,3.3,49385,with,4777,6,16,1,number,1,1374,5.36769E-05
22,186,2.38,22864,even,541,5,16,1,among,0,2761,0.002580574
22,,,0,that,,,16,1,palce,1,2235,0
22,,,0,should,,,16,1,baer,1,1141,0
22,0,4.75,37906,benthos,#N/A,4,16,1,head,1,794,0
22,,,0,miaow,,,16,1,semll,0,3000,0
22,0,3.52,39112,fipple,#N/A,5,16,1,state,1,1159,0
22,256,2.89,14421,your,1871,6,16,1,answer,1,2329,0.001850553
22,,,0,volt,,,16,1,deifned,1,2544,0
22,0,4.82,3678,panics,#N/A,5,16,1,yards,1,1484,0
22,,,0,deedy,,,16,1,meetr,1,1108,0
22,,,0,fipple,,,16,1,ssytem,1,1178,0
22,,,0,snare,,,16,1,ahppen,1,877,0
22,12,2.52,985,downright,2,4,16,1,rude,1,1180,0.043010753
22,,,0,benthos,,,16,1,letf,1,1537,0
22,,,0,they,,,16,1,baet,1,790,0
22,,,0,abaya,,,16,1,pian,1,1370,0
22,,,0,curd,,,16,1,failrue,1,1893,0
22,,,0,revolve,,,16,1,lakc,1,781,0
22,,,0,nacarat,,,16,1,salst,1,2035,0
22,,,0,sickle,,,16,1,sttae,1,1427,0
22,,,0,martlet,,,16,1,perss,1,1310,0
22,,,0,hallowed,,,16,1,agll,1,1227,0
22,,,0,lagging,,,16,1,yrads,1,1549,0
22,0,4.47,431,screwy,#N/A,4,16,1,kits,1,896,0
22,,,0,very,,,16,1,braed,1,1006,0
22,107,2.08,7763,heart,120,7,16,1,failure,0,3000,0.007792019
22,11,4.77,16200,hallowed,1,6,16,1,ground,1,1009,0.083333333
22,10,1.8,23361,marbled,1,6,16,1,effect,1,1162,0.091743119
22,,,0,total,,,16,1,figrue,1,1579,0
22,50,1.89,11494,spent,100,6,16,1,nearly,1,1296,0.004243041
22,,,0,marbled,,,16,1,tcuk,1,895,0
22,47,3.66,6325,common,269,6,16,1,object,1,1293,0.002575484
22,383,4.04,17309,about,1217,5,16,1,eight,1,1708,0.001943018
22,,,0,omophagy,,,16,1,sihg,1,904,0
22,,,0,dimmer,,,16,1,digets,0,3000,0
22,80,2.04,10068,total,261,4,16,1,lack,1,819,0.004553734
22,0,3.9,13115,martlet,#N/A,5,16,1,press,1,692,0
22,19,4.26,10142,worldly,1,5,16,1,goods,1,828,0.076305221
22,,,0,wanker,,,16,1,aawy,1,878,0
22,,,0,clearly,,,16,1,graet,1,1037,0
22,33,4.89,4337,runny,1,4,16,1,nose,1,1349,0.358695652
22,,,0,thurifer,,,16,1,blie,1,1392,0
22,146,3.38,10700,very,987,4,16,1,deep,1,1130,0.001186153
22,11,3.63,17613,ghostly,1,6,16,1,figure,1,943,0.042307692
22,190,3.67,14309,just,895,6,16,1,inside,1,1195,0.001466615
22,,,0,screwy,,,16,1,kist,1,2063,0
22,,,0,logomachy,,,16,1,soto,1,1137,0
22,0,2.23,38747,wanker,#N/A,4,16,1,away,1,1045,0
22,,,0,living,,,16,1,clel,1,845,0
22,49,3.48,23698,lagging,1,6,16,1,behind,1,1886,0.494949495
22,,,0,ratite,,,16,1,cirsp,1,1237,0
22,32,4.77,4096,sinker,1,5,16,1,plate,1,1191,0.470588235
22,0,3.28,35758,zoolatry,#N/A,8,16,1,business,1,2090,0
22,239,2.86,13265,living,154,5,16,1,alone,1,917,0.014930035
22,230,2.37,27813,must,448,4,16,1,keep,1,752,0.00316931
22,37,3,9518,research,284,8,16,1,campaign,1,1215,0.001370777
22,,,0,zoolatry,,,16,1,buisness,1,2353,0
22,0,4.07,428,panurgic,#N/A,4,16,1,stab,1,1059,0
22,0,4.89,406,nacarat,#N/A,5,16,1,salts,1,1388,0
22,0,3.72,35144,labarum,#N/A,4,16,1,area,1,1271,0
22,,,0,croquet,,,16,1,pbu,1,790,0
22,350,1.78,8760,could,790,6,16,1,happen,1,1511,0.002078484
22,84,4.44,5518,sickle,1,4,16,1,cell,1,1261,0.509090909
22,,,0,could,,,16,1,culb,1,1242,0
22,71,4.81,7792,carat,1,4,16,1,gold,1,715,0.496503497
22,0,3.97,7398,solander,#N/A,4,16,1,draw,1,880,0
22,0,4.61,196,logomachy,#N/A,4,16,1,soot,0,1647,0
22,,,0,carat,,,16,1,gruop,1,1694,0
22,,,0,will,,,16,1,pltae,1,1692,0
22,,,0,crusty,,,16,1,haed,1,811,0
22,,,0,ghostly,,,16,1,lmip,1,1596,0
22,,,0,musket,,,16,1,leis,1,1965,0
22,11,3.78,16465,croquet,1,4,16,1,club,1,1170,0.076923077
22,,,0,common,,,16,1,gruond,1,1349,0
22,,,0,heart,,,16,1,behnid,1,1345,0
22,10,3.27,12939,cadence,1,6,16,1,design,1,1374,0.192307692
22,0,4.4,606,crotch,#N/A,6,16,1,sewing,1,1095,0
22,11,4.07,3316,dimmer,2,6,16,1,switch,1,1359,0.150684932
22,,,0,labarum,,,16,1,arae,1,1101,0
22,,,0,from,,,16,1,godl,1,818,0
22,151,2.24,5218,will,1128,4,16,1,gain,1,1238,0.000593166
22,37,4.92,3770,crusty,1,5,16,1,bread,1,1128,0.253424658
22,,,0,must,,,16,1,efefct,1,1018,0
22,,,0,jumentous,,,16,1,tiol,1,834,0
22,0,3.69,798,ratite,#N/A,5,16,1,crisp,1,1266,0
22,,,0,solander,,,16,1,darw,1,1169,0
22,12,1.81,45217,whacking,1,5,16,1,great,1,1267,0.279069767
22,363,2.07,5898,clearly,215,7,16,1,defined,1,1411,0.023649749
22,48,4.25,8938,support,208,7,16,1,machine,1,1419,0.001608849
22,11,4.68,14104,musket,1,4,16,1,fire,1,837,0.183333333
22,0,4.46,1183,thurifer,#N/A,4,16,1,bile,1,918,0
22,0,3.89,1171,omophagy,#N/A,4,16,1,sigh,1,1139,0
22,,,0,uniped,,,16,1,dsah,1,791,0
22,,,0,panurgic,,,16,1,satb,1,841,0
22,,,0,runny,,,16,1,scorll,1,1707,0
22,,,0,cadence,,,16,1,nihgt,1,922,0
22,,,0,just,,,16,1,deisgn,1,1512,0
22,,,0,research,,,16,1,swtich,1,1567,0
22,,,0,support,,,16,1,frie,1,836,0
22,0,2.67,182,jumentous,#N/A,4,16,1,toil,0,2260,0
22,,,0,worldly,,,16,1,piont,0,1132,0
22,,,0,about,,,16,1,nsoe,1,865,0
22,,,0,whacking,,,16,1,pnoy,1,674,0
22,22,3.3,49385,from,3081,6,16,1,number,1,1161,5.31999E-05
22,,,0,crotch,,,16,1,sewnig,1,989,0
22,0,3.39,758,uniped,#N/A,4,16,1,dash,1,824,0
22,,,0,sinker,,,16,1,haet,1,696,0
22,,,0,spent,,,16,1,godos,1,815,0
22,,,0,rethinks,,,16,1,acecpt,1,1164,0
22,,,0,bloody,,,16,1,hlel,1,817,0
22,,,0,case,,,16,1,unoin,1,1058,0
22,,,0,slug,,,16,1,acecss,1,962,0
22,,,0,hoax,,,16,1,laeyr,1,1685,0
22,,,0,rustic,,,16,1,thnig,1,895,0
22,,,0,date,,,16,1,awrad,1,1260,0
22,,,0,index,,,16,1,clsoed,1,1378,0
22,,,0,many,,,16,1,dnoe,1,752,0
22,,,0,time,,,16,1,amry,1,1477,0
22,,,0,armed,,,16,1,focres,1,1533,0
22,,,0,second,,,16,1,hlaf,1,691,0
22,,,0,gunboat,,,16,1,absnece,1,1593,0
22,,,0,vexes,,,16,1,lanugage,0,3000,0
22,,,0,systems,,,16,1,acutal,1,1501,0
22,,,0,really,,,16,1,rian,1,932,0
22,,,0,wide,,,16,1,ragne,1,1480,0
22,,,0,slush,,,16,1,pratcice,1,2146,0
22,,,0,other,,,16,1,hnad,1,687,0
22,,,0,briskly,,,16,1,albe,1,1303,0
22,,,0,craggy,,,16,1,watse,1,1734,0
22,,,0,markup,,,16,1,wrie,1,920,0
22,,,0,abase,,,16,1,clal,1,731,0
22,,,0,award,,,16,1,tilte,1,1776,0
22,,,0,last,,,16,1,nihgt,1,1100,0
22,,,0,puck,,,16,1,tiems,1,1579,0
22,,,0,trillion,,,16,1,accuont,1,1604,0
22,,,0,oaken,,,16,1,fiar,1,1895,0
22,,,0,make,,,16,1,srue,1,863,0
22,,,0,interest,,,16,1,aicd,1,1296,0
22,,,0,stippled ,,,16,1,fcae,1,830,0
22,,,0,winds,,,16,1,acitve,1,1722,0
22,,,0,before,,,16,1,grwoth,1,838,0
22,,,0,enforced,,,16,1,fvie,1,775,0
22,,,0,always,,,16,1,steret,1,989,0
22,,,0,cash,,,16,1,folw,1,1781,0
22,,,0,local,,,16,1,chidlren,1,1729,0
22,,,0,cycle,,,16,1,fnud,1,926,0
22,,,0,inner,,,16,1,ctiy,1,940,0
22,,,0,faith,,,16,1,acorss,0,3001,0
22,,,0,credit,,,16,1,crad,1,838,0
22,,,0,geese,,,16,1,stlye,1,1335,0
22,,,0,building,,,16,1,abvoe,1,1011,0
22,,,0,daily,,,16,1,psot,1,727,0
22,,,0,shot,,,16,1,daed,1,709,0
22,,,0,canned,,,16,1,aggs,1,1143,0
22,,,0,ski,,,16,1,aicrraft,1,1914,0
22,,,0,tides,,,16,1,muave,1,672,0
22,,,0,barbed,,,16,1,folor,1,1710,0
22,,,0,way,,,16,1,agere,1,989,0
22,,,0,rugby,,,16,1,stgae,1,1301,0
22,,,0,drubs,,,16,1,nugde,1,1764,0
22,,,0,berate,,,16,1,ivnolved,1,1713,0
22,,,0,give,,,16,1,langugae,1,1940,0
22,,,0,want,,,16,1,scayl,1,1266,0
22,,,0,fleet,,,16,1,adivce,1,1590,0
22,,,0,chilli,,,16,1,acll,1,698,0
22,,,0,year,,,16,1,hunderd,1,2184,0
22,,,0,coiled,,,16,1,shrot,1,1026,0
22,,,0,eighth,,,16,1,atcion,1,1693,0
22,,,0,lifer ,,,16,1,hgus,1,690,0
22,,,0,funny,,,16,1,adlut,1,1608,0
22,,,0,fart,,,16,1,ocurse,1,1451,0
22,,,0,reaches,,,16,1,timesr,1,1380,0
22,,,0,hostile,,,16,1,rnik,1,980,0
22,,,0,recede,,,16,1,scoks,1,848,0
22,,,0,acid,,,16,1,adedd,1,672,0
22,,,0,snuffles,,,16,1,moedl,1,1015,0
22,,,0,less,,,16,1,fuond,1,765,0
22,,,0,their,,,16,1,fodo,1,721,0
22,,,0,large,,,16,1,wtis,1,739,0
22,,,0,have,,,16,1,sihgt,1,1270,0
22,,,0,pelvic,,,16,1,strete,1,955,0
22,,,0,darn,,,16,1,agered,1,1044,0
22,,,0,glide,,,16,1,dorop,1,685,0
22,,,0,good,,,16,1,adavnce,1,1113,0
22,,,0,oval,,,16,1,hispter,1,1249,0
22,,,0,rapid,,,16,1,sprnig,1,1537,0
22,,,0,recent,,,16,1,adrdess,1,984,0
22,,,0,people,,,16,1,numebr,1,851,0
22,,,0,secret,,,16,1,whsoe,1,926,0
22,,,0,toxic,,,16,1,tset,0,845,0
22,,,0,meet,,,16,1,ogne,1,1246,0
22,,,0,quickly,,,16,1,allwo,1,980,0
22,,,0,ozone,,,16,1,acheive,0,3000,0
22,,,0,larval,,,16,1,ofod,1,611,0
22,,,0,fifty,,,16,1,afarid,1,1587,0
22,,,0,chow,,,16,1,trdae,1,1156,0
22,,,0,gimlet,,,16,1,coidng,1,867,0
22,,,0,bile,,,16,1,ptah,1,851,0
33,,,0,larval,,,17,1,ofod,1,1368,0
33,,,0,rapid,,,17,1,sprnig,1,1065,0
33,,,0,snuffles,,,17,1,moedl,1,936,0
33,,,0,year,,,17,1,hunderd,1,959,0
33,,,0,ozone,,,17,1,acheive,1,1001,0
33,,,0,less,,,17,1,fuond,1,748,0
33,,,0,fleet,,,17,1,adivce,1,1062,0
