age,bigram_freq,Conc_initial,concreteness,Freq_initial,Group,Initial,diversity,Letters_initial,letters,subject,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,sex,Syll_initial,Syll_trailing,item,W_NW,accuracy,correct,correct_response,dm_source_file,response_time,trans_prob,word_freq,freq_initial
29,0,,3.03,0.14,3,gimlet,#N/A,6,6,29,Noun,Verb,,,0,2,2,coding,w,91.66666667,1,[word_response],subject-29.csv,1314,0,494,14
29,0,4.18,3.82,1.04,3,fart,#N/A,4,6,29,Verb,Adverb,,4,0,1,1,course,w,93.5483871,1,[word_response],subject-29.csv,1008,0,19694,104
29,0,3.04,4.91,0.85,3,recede,#N/A,6,5,29,Verb,Noun,,,0,2,1,socks,w,95.34883721,1,[word_response],subject-29.csv,1483,0,991,85
29,0,3.28,4.14,0.11,3,lifer ,#N/A,6,4,29,Noun,Verb,,,0,2,1,hugs,w,95.45454545,1,[word_response],subject-29.csv,849,0,103,11
29,0,4.04,2.5,6.46,3,oval,9,4,7,29,Adjective,Noun,,3,0,2,1,hipster,w,95.74468085,1,[word_response],subject-29.csv,860,0,19060,646
29,0,,4.47,0.01,3,drubs,#N/A,5,5,29,Verb,Verb,,,0,1,1,nudge,w,96.2962963,1,[word_response],subject-29.csv,970,0,153,1
29,0,2.5,2.03,0.18,3,berate,#N/A,6,8,29,Verb,Verb,,7,0,2,2,involved,w,94.82758621,1,[word_response],subject-29.csv,1133,0,19964,18
29,0,4.1,4,3.95,3,tides,4,5,5,29,Noun,Adjective,,,0,1,1,mauve,w,94.91525424,1,[word_response],subject-29.csv,1587,0,222,395
29,0,3.7,4.69,15.35,3,reaches,16,7,6,29,Verb,Noun,,,0,2,2,timers,w,95.16129032,1,[word_response],subject-29.csv,958,0,51,1535
29,0,4.63,4.4,8.91,3,ski,17,3,8,29,Verb,Noun,,7,0,1,2,aircraft,w,95.89041096,1,[word_response],subject-29.csv,1298,0,6203,891
29,0,,4,1.93,3,chilli,5,6,4,29,Noun,Verb,,3,0,2,1,call,w,94.93670886,0,[word_response],subject-29.csv,3001,0,19484,193
29,0,2.82,4.53,0.12,3,snuffles,#N/A,8,5,29,Verb,Noun,,,0,2,2,model,w,95,1,[word_response],subject-29.csv,692,0,13335,12
60,0,4.64,4.8,190.4,3,building,177,8,4,3,Noun,Noun,6,3,1,2,1,food,w,85.71428571,1,[word_response],subject-3.csv,608,0,18992,19040
60,0,,3.08,0.14,3,stippled ,#N/A,9,5,3,Verb,Noun,,4,1,2,1,trade,w,78.57142857,1,[word_response],subject-3.csv,727,0,19981,14
60,0,1.64,4.56,52.8,3,faith,49,5,4,3,Noun,Noun,,,1,1,1,rink,w,80,1,[word_response],subject-3.csv,1693,0,141,5280
60,0,,3.3,0.06,3,abase,#N/A,5,6,3,Verb,Noun,,5,1,2,2,number,w,81.25,1,[word_response],subject-3.csv,972,0,49385,6
60,0,,1.76,3.98,3,geese,4,5,4,3,Noun,Noun,,,1,1,1,wits,w,79.48717949,1,[word_response],subject-3.csv,1165,0,400,398
60,0,2.94,3.61,172.76,3,systems,154,7,5,3,Noun,Adjective,,,1,2,1,short,w,83.67346939,1,[word_response],subject-3.csv,602,0,18652,17276
60,0,,1.93,16.47,3,winds,27,5,6,3,Verb,Verb,,5,1,1,2,agreed,w,83.01886792,1,[word_response],subject-3.csv,864,0,14692,1647
60,0,2.72,3.68,1.22,3,trillion,#N/A,8,5,3,Noun,Verb,,,1,2,1,droop,w,82.25806452,1,[word_response],subject-3.csv,673,0,77,122
60,0,3.64,2.35,32.48,3,cycle,44,5,8,3,Verb,Noun,,7,1,2,2,language,w,84.50704225,1,[word_response],subject-3.csv,1100,0,18778,3248
60,0,3.54,1.68,0.19,3,oaken,#N/A,5,5,3,Adjective,Determiner,,3,1,2,1,whose,w,84.72222222,1,[word_response],subject-3.csv,2467,0,19834,19
60,0,2.17,4.22,0.05,3,rethinks,#N/A,8,5,3,Verb,Adjective,,,1,2,2,scaly,w,83.33333333,1,[word_response],subject-3.csv,2333,0,75,5
60,0,2,4.75,0.05,3,vexes,#N/A,5,6,3,Verb,Noun,,5,1,2,1,street,w,83.52941176,1,[word_response],subject-3.csv,707,0,19614,5
30,,,0,,0,fleet,,,6,1,,,,,1,,,adivce,nw,69.76744186,0,[nonword_response],subject-1.csv,397,0,0,0
60,0,4.36,2.53,0.07,3,gunboat,#N/A,7,5,3,Noun,Verb,,4,1,2,1,found,w,82.79569892,1,[word_response],subject-3.csv,831,0,48923,7
60,0,2.83,2.41,5.09,3,briskly,8,7,5,3,Adjective,Verb,,3,1,2,2,allow,w,83.15789474,1,[word_response],subject-3.csv,688,0,11469,509
60,0,3.25,3.2,737.78,3,year,343,4,7,3,Noun,Noun,,6,1,1,2,hundred,w,82.65306122,1,[word_response],subject-3.csv,1001,0,19109,73778
60,0,4.1,4,3.95,3,tides,4,5,5,3,Noun,Adjective,,,1,1,1,mauve,w,81.4159292,0,[word_response],subject-3.csv,827,0,222,395
60,0,2.82,4.53,0.12,3,snuffles,#N/A,8,5,3,Verb,Noun,,,1,2,2,model,w,81.89655172,1,[word_response],subject-3.csv,888,0,13335,12
60,0,3.04,4.91,0.85,3,recede,#N/A,6,5,3,Verb,Noun,,,1,2,1,socks,w,82.20338983,1,[word_response],subject-3.csv,721,0,991,85
60,0,,4,1.93,3,chilli,5,6,4,3,Noun,Verb,,3,1,2,1,call,w,82.78688525,1,[word_response],subject-3.csv,532,0,19484,193
60,0,,4.47,0.01,3,drubs,#N/A,5,5,3,Verb,Verb,,,1,1,1,nudge,w,82.92682927,1,[word_response],subject-3.csv,705,0,153,1
60,0,3.7,4.69,15.35,3,reaches,16,7,6,3,Verb,Noun,,,1,2,2,timers,w,83.21678322,1,[word_response],subject-3.csv,1141,0,51,1535
60,0,4.04,2.5,6.46,3,oval,9,4,7,3,Adjective,Noun,,3,1,2,1,hipster,w,83.33333333,1,[word_response],subject-3.csv,1274,0,19060,646
60,0,,3.03,0.14,3,gimlet,#N/A,6,6,3,Noun,Verb,,,1,2,2,coding,w,83.66013072,1,[word_response],subject-3.csv,948,0,494,14
60,0,3,2.04,141.09,3,meet,112,4,4,3,Verb,Verb,,3,1,1,1,gone,w,83.87096774,1,[word_response],subject-3.csv,550,0,19548,14109
60,0,4.63,4.4,8.91,3,ski,17,3,8,3,Verb,Noun,,7,1,1,2,aircraft,w,84.17721519,1,[word_response],subject-3.csv,835,0,6203,891
60,0,3.28,4.14,0.11,3,lifer ,#N/A,6,4,3,Noun,Verb,,,1,2,1,hugs,w,84.21052632,1,[word_response],subject-3.csv,1026,0,103,11
60,0,2.5,2.03,0.18,3,berate,#N/A,6,8,3,Verb,Verb,,7,1,2,2,involved,w,84.39306358,1,[word_response],subject-3.csv,914,0,19964,18
60,0,4.18,3.82,1.04,3,fart,#N/A,4,6,3,Verb,Adverb,,4,1,1,1,course,w,84.65909091,1,[word_response],subject-3.csv,678,0,19694,104
60,0,2.34,2.31,962.8,3,way,263,3,5,3,Adverb,Verb,,4,1,1,2,agree,w,84.94623656,1,[word_response],subject-3.csv,599,0,8181,96280
51,0,,1.76,3.98,3,geese,4,5,4,4,Noun,Noun,,,1,1,1,wits,w,57.21925134,1,[word_response],subject-4.csv,507,0,400,398
51,0,,3.08,0.14,3,stippled ,#N/A,9,5,4,Verb,Noun,,4,1,2,1,trade,w,57.8125,1,[word_response],subject-4.csv,514,0,19981,14
51,0,2.94,3.61,172.76,3,systems,154,7,5,4,Noun,Adjective,,,1,2,1,short,w,58.5,1,[word_response],subject-4.csv,479,0,18652,17276
51,0,2.83,2.41,5.09,3,briskly,8,7,5,4,Adjective,Verb,,3,1,2,2,allow,w,58.82352941,1,[word_response],subject-4.csv,673,0,11469,509
51,0,2.72,3.68,1.22,3,trillion,#N/A,8,5,4,Noun,Verb,,,1,2,1,droop,w,59.02439024,1,[word_response],subject-4.csv,474,0,77,122
51,0,3.64,2.35,32.48,3,cycle,44,5,8,4,Verb,Noun,,7,1,2,2,language,w,59.04761905,1,[word_response],subject-4.csv,546,0,18778,3248
51,0,1.64,4.56,52.8,3,faith,49,5,4,4,Noun,Noun,,,1,1,1,rink,w,58.41121495,1,[word_response],subject-4.csv,544,0,141,5280
51,0,3.54,1.68,0.19,3,oaken,#N/A,5,5,4,Adjective,Determiner,,3,1,2,1,whose,w,57.7092511,1,[word_response],subject-4.csv,714,0,19834,19
30,,,0,,0,way,,,5,1,,,,,1,,,agere,nw,71.11111111,1,[nonword_response],subject-1.csv,331,0,0,0
51,0,2,4.75,0.05,3,vexes,#N/A,5,6,4,Verb,Noun,,5,1,2,1,street,w,57.61316872,1,[word_response],subject-4.csv,665,0,19614,5
51,0,4.36,2.53,0.07,3,gunboat,#N/A,7,5,4,Noun,Verb,,4,1,2,1,found,w,56.15384615,1,[word_response],subject-4.csv,567,0,48923,7
51,0,,3.3,0.06,3,abase,#N/A,5,6,4,Verb,Noun,,5,1,2,2,number,w,56.32183908,1,[word_response],subject-4.csv,515,0,49385,6
51,0,,1.93,16.47,3,winds,27,5,6,4,Verb,Verb,,5,1,1,2,agreed,w,56.48854962,1,[word_response],subject-4.csv,385,0,14692,1647
51,0,4.64,4.8,190.4,3,building,177,8,4,4,Noun,Noun,6,3,1,2,1,food,w,56.61764706,1,[word_response],subject-4.csv,421,0,18992,19040
51,0,2.17,4.22,0.05,3,rethinks,#N/A,8,5,4,Verb,Adjective,,,1,2,2,scaly,w,56.56934307,1,[word_response],subject-4.csv,1014,0,75,5
51,0,2.82,4.53,0.12,3,snuffles,#N/A,8,5,4,Verb,Noun,,,1,2,2,model,w,56.33802817,1,[word_response],subject-4.csv,566,0,13335,12
51,0,3.7,4.69,15.35,3,reaches,16,7,6,4,Verb,Noun,,,1,2,2,timers,w,55.82191781,1,[word_response],subject-4.csv,798,0,51,1535
51,0,4.18,3.82,1.04,3,fart,#N/A,4,6,4,Verb,Adverb,,4,1,1,1,course,w,56.29139073,1,[word_response],subject-4.csv,444,0,19694,104
51,0,,4.47,0.01,3,drubs,#N/A,5,5,4,Verb,Verb,,,1,1,1,nudge,w,56.67752443,1,[word_response],subject-4.csv,445,0,153,1
51,0,4.04,2.5,6.46,3,oval,9,4,7,4,Adjective,Noun,,3,1,2,1,hipster,w,56.77419355,1,[word_response],subject-4.csv,579,0,19060,646
51,0,2.34,2.31,962.8,3,way,263,3,5,4,Adverb,Verb,,4,1,1,2,agree,w,56.82539683,1,[word_response],subject-4.csv,509,0,8181,96280
51,0,3,2.04,141.09,3,meet,112,4,4,4,Verb,Verb,,3,1,1,1,gone,w,56.34674923,1,[word_response],subject-4.csv,858,0,19548,14109
51,0,,3.03,0.14,3,gimlet,#N/A,6,6,4,Noun,Verb,,,1,2,2,coding,w,56.21301775,1,[word_response],subject-4.csv,554,0,494,14
51,0,4.63,4.4,8.91,3,ski,17,3,8,4,Verb,Noun,,7,1,1,2,aircraft,w,56.3583815,1,[word_response],subject-4.csv,563,0,6203,891
51,0,2.5,2.03,0.18,3,berate,#N/A,6,8,4,Verb,Verb,,7,1,2,2,involved,w,56.6091954,1,[word_response],subject-4.csv,545,0,19964,18
51,0,,4,1.93,3,chilli,5,6,4,4,Noun,Verb,,3,1,2,1,call,w,56.25,0,[word_response],subject-4.csv,3000,0,19484,193
51,0,4.1,4,3.95,3,tides,4,5,5,4,Noun,Adjective,,,1,1,1,mauve,w,56.37393768,1,[word_response],subject-4.csv,437,0,222,395
51,0,3.25,3.2,737.78,3,year,343,4,7,4,Noun,Noun,,6,1,1,2,hundred,w,56.1452514,1,[word_response],subject-4.csv,1380,0,19109,73778
51,0,3.04,4.91,0.85,3,recede,#N/A,6,5,4,Verb,Noun,,,1,2,1,socks,w,56.11111111,1,[word_response],subject-4.csv,368,0,991,85
51,0,3.28,4.14,0.11,3,lifer ,#N/A,6,4,4,Noun,Verb,,,1,2,1,hugs,w,56.43835616,1,[word_response],subject-4.csv,396,0,103,11
29,0,4.04,2.5,6.46,3,oval,9,4,7,5,Adjective,Noun,,3,1,2,1,hipster,w,87.5,1,[word_response],subject-5.csv,820,0,19060,646
29,0,,3.03,0.14,3,gimlet,#N/A,6,6,5,Noun,Verb,,,1,2,2,coding,w,88.88888889,1,[word_response],subject-5.csv,566,0,494,14
29,0,4.63,4.4,8.91,3,ski,17,3,8,5,Verb,Noun,,7,1,1,2,aircraft,w,94.73684211,1,[word_response],subject-5.csv,502,0,6203,891
29,0,3.25,3.2,737.78,3,year,343,4,7,5,Noun,Noun,,6,1,1,2,hundred,w,84.375,1,[word_response],subject-5.csv,656,0,19109,73778
29,0,4.18,3.82,1.04,3,fart,#N/A,4,6,5,Verb,Adverb,,4,1,1,1,course,w,84.84848485,1,[word_response],subject-5.csv,650,0,19694,104
29,0,2.82,4.53,0.12,3,snuffles,#N/A,8,5,5,Verb,Noun,,,1,2,2,model,w,87.5,1,[word_response],subject-5.csv,555,0,13335,12
29,0,3,2.04,141.09,3,meet,112,4,4,5,Verb,Verb,,3,1,1,1,gone,w,87.80487805,1,[word_response],subject-5.csv,488,0,19548,14109
29,0,2.5,2.03,0.18,3,berate,#N/A,6,8,5,Verb,Verb,,7,1,2,2,involved,w,88.37209302,1,[word_response],subject-5.csv,712,0,19964,18
29,0,3.04,4.91,0.85,3,recede,#N/A,6,5,5,Verb,Noun,,,1,2,1,socks,w,89.13043478,1,[word_response],subject-5.csv,592,0,991,85
29,0,,4,1.93,3,chilli,5,6,4,5,Noun,Verb,,3,1,2,1,call,w,89.36170213,1,[word_response],subject-5.csv,509,0,19484,193
29,0,3.7,4.69,15.35,3,reaches,16,7,6,5,Verb,Noun,,,1,2,2,timers,w,89.79591837,1,[word_response],subject-5.csv,675,0,51,1535
29,0,2.34,2.31,962.8,3,way,263,3,5,5,Adverb,Verb,,4,1,1,2,agree,w,91.80327869,1,[word_response],subject-5.csv,663,0,8181,96280
29,0,4.1,4,3.95,3,tides,4,5,5,5,Noun,Adjective,,,1,1,1,mauve,w,92.1875,1,[word_response],subject-5.csv,746,0,222,395
29,0,3.28,4.14,0.11,3,lifer ,#N/A,6,4,5,Noun,Verb,,,1,2,1,hugs,w,93.97590361,1,[word_response],subject-5.csv,472,0,103,11
29,0,,4.47,0.01,3,drubs,#N/A,5,5,5,Verb,Verb,,,1,1,1,nudge,w,94.38202247,1,[word_response],subject-5.csv,974,0,153,1
30,0,,3.08,0.14,3,stippled ,#N/A,9,5,6,Verb,Noun,,4,1,2,1,trade,w,66.66666667,1,[word_response],subject-6.csv,2370,0,19981,14
30,0,,3.3,0.06,3,abase,#N/A,5,6,6,Verb,Noun,,5,1,2,2,number,w,68.75,1,[word_response],subject-6.csv,1091,0,49385,6
30,0,2.83,2.41,5.09,3,briskly,8,7,5,6,Adjective,Verb,,3,1,2,2,allow,w,60,1,[word_response],subject-6.csv,974,0,11469,509
30,0,3.64,2.35,32.48,3,cycle,44,5,8,6,Verb,Noun,,7,1,2,2,language,w,56.66666667,1,[word_response],subject-6.csv,1342,0,18778,3248
30,0,,1.93,16.47,3,winds,27,5,6,6,Verb,Verb,,5,1,1,2,agreed,w,51.51515152,0,[word_response],subject-6.csv,3000,0,14692,1647
30,0,2,4.75,0.05,3,vexes,#N/A,5,6,6,Verb,Noun,,5,1,2,1,street,w,55.26315789,1,[word_response],subject-6.csv,2027,0,19614,5
30,0,,1.76,3.98,3,geese,4,5,4,6,Noun,Noun,,,1,1,1,wits,w,55,0,[word_response],subject-6.csv,3000,0,400,398
30,0,2.72,3.68,1.22,3,trillion,#N/A,8,5,6,Noun,Verb,,,1,2,1,droop,w,53.48837209,1,[word_response],subject-6.csv,2172,0,77,122
30,0,4.64,4.8,190.4,3,building,177,8,4,6,Noun,Noun,6,3,1,2,1,food,w,53.19148936,1,[word_response],subject-6.csv,1926,0,18992,19040
30,0,2.17,4.22,0.05,3,rethinks,#N/A,8,5,6,Verb,Adjective,,,1,2,2,scaly,w,52.08333333,0,[word_response],subject-6.csv,3000,0,75,5
30,0,4.36,2.53,0.07,3,gunboat,#N/A,7,5,6,Noun,Verb,,4,1,2,1,found,w,50.98039216,1,[word_response],subject-6.csv,2017,0,48923,7
30,0,3.54,1.68,0.19,3,oaken,#N/A,5,5,6,Adjective,Determiner,,3,1,2,1,whose,w,49.15254237,0,[word_response],subject-6.csv,3000,0,19834,19
30,0,2.94,3.61,172.76,3,systems,154,7,5,6,Noun,Adjective,,,1,2,1,short,w,47.94520548,1,[word_response],subject-6.csv,2319,0,18652,17276
30,0,1.64,4.56,52.8,3,faith,49,5,4,6,Noun,Noun,,,1,1,1,rink,w,45.34883721,1,[word_response],subject-6.csv,1070,0,141,5280
30,,,0,,0,year,,,7,1,,,,,1,,,hunderd,nw,69.56521739,0,[nonword_response],subject-1.csv,483,0,0,0
30,0,4.04,2.5,6.46,3,oval,9,4,7,6,Adjective,Noun,,3,1,2,1,hipster,w,49.03846154,0,[word_response],subject-6.csv,3000,0,19060,646
30,0,2.82,4.53,0.12,3,snuffles,#N/A,8,5,6,Verb,Noun,,,1,2,2,model,w,50,1,[word_response],subject-6.csv,1686,0,13335,12
30,0,2.5,2.03,0.18,3,berate,#N/A,6,8,6,Verb,Verb,,7,1,2,2,involved,w,53.38983051,0,[word_response],subject-6.csv,3000,0,19964,18
30,0,4.18,3.82,1.04,3,fart,#N/A,4,6,6,Verb,Adverb,,4,1,1,1,course,w,58.01526718,1,[word_response],subject-6.csv,1093,0,19694,104
30,0,,4,1.93,3,chilli,5,6,4,6,Noun,Verb,,3,1,2,1,call,w,58.33333333,1,[word_response],subject-6.csv,2237,0,19484,193
30,0,3.28,4.14,0.11,3,lifer ,#N/A,6,4,6,Noun,Verb,,,1,2,1,hugs,w,60.43165468,1,[word_response],subject-6.csv,760,0,103,11
30,0,4.1,4,3.95,3,tides,4,5,5,6,Noun,Adjective,,,1,1,1,mauve,w,61.53846154,1,[word_response],subject-6.csv,1152,0,222,395
30,0,,3.03,0.14,3,gimlet,#N/A,6,6,6,Noun,Verb,,,1,2,2,coding,w,62.06896552,1,[word_response],subject-6.csv,892,0,494,14
30,0,2.34,2.31,962.8,3,way,263,3,5,6,Adverb,Verb,,4,1,1,2,agree,w,62.16216216,1,[word_response],subject-6.csv,980,0,8181,96280
30,0,3.04,4.91,0.85,3,recede,#N/A,6,5,6,Verb,Noun,,,1,2,1,socks,w,62.5,1,[word_response],subject-6.csv,866,0,991,85
30,0,4.63,4.4,8.91,3,ski,17,3,8,6,Verb,Noun,,7,1,1,2,aircraft,w,66.08187135,1,[word_response],subject-6.csv,778,0,6203,891
30,0,,4.47,0.01,3,drubs,#N/A,5,5,6,Verb,Verb,,,1,1,1,nudge,w,66.27906977,1,[word_response],subject-6.csv,750,0,153,1
30,0,3.7,4.69,15.35,3,reaches,16,7,6,6,Verb,Noun,,,1,2,2,timers,w,66.09195402,0,[word_response],subject-6.csv,1970,0,51,1535
30,0,3,2.04,141.09,3,meet,112,4,4,6,Verb,Verb,,3,1,1,1,gone,w,66.84782609,1,[word_response],subject-6.csv,1290,0,19548,14109
30,0,3.25,3.2,737.78,3,year,343,4,7,6,Noun,Noun,,6,1,1,2,hundred,w,67.20430108,1,[word_response],subject-6.csv,656,0,19109,73778
38,0,,3.08,0.14,3,stippled ,#N/A,9,5,7,Verb,Noun,,4,0,2,1,trade,w,83.33333333,1,[word_response],subject-7.csv,443,0,19981,14
38,0,3.64,2.35,32.48,3,cycle,44,5,8,7,Verb,Noun,,7,0,2,2,language,w,82.35294118,1,[word_response],subject-7.csv,528,0,18778,3248
38,0,2.17,4.22,0.05,3,rethinks,#N/A,8,5,7,Verb,Adjective,,,0,2,2,scaly,w,78.94736842,0,[word_response],subject-7.csv,558,0,75,5
38,0,4.36,2.53,0.07,3,gunboat,#N/A,7,5,7,Noun,Verb,,4,0,2,1,found,w,80,1,[word_response],subject-7.csv,607,0,48923,7
38,0,2,4.75,0.05,3,vexes,#N/A,5,6,7,Verb,Noun,,5,0,2,1,street,w,82.14285714,1,[word_response],subject-7.csv,370,0,19614,5
38,0,2.94,3.61,172.76,3,systems,154,7,5,7,Noun,Adjective,,,0,2,1,short,w,83.33333333,1,[word_response],subject-7.csv,498,0,18652,17276
38,0,2.72,3.68,1.22,3,trillion,#N/A,8,5,7,Noun,Verb,,,0,2,1,droop,w,82.05128205,0,[word_response],subject-7.csv,582,0,77,122
38,0,,3.3,0.06,3,abase,#N/A,5,6,7,Verb,Noun,,5,0,2,2,number,w,82.92682927,1,[word_response],subject-7.csv,489,0,49385,6
30,,,0,,0,ski,,,8,1,,,,,1,,,aicrraft,nw,70.21276596,1,[nonword_response],subject-1.csv,804,0,0,0
38,0,,1.93,16.47,3,winds,27,5,6,7,Verb,Verb,,5,0,1,2,agreed,w,82.53968254,1,[word_response],subject-7.csv,565,0,14692,1647
38,0,,1.76,3.98,3,geese,4,5,4,7,Noun,Noun,,,0,1,1,wits,w,82.66666667,0,[word_response],subject-7.csv,443,0,400,398
38,0,2.83,2.41,5.09,3,briskly,8,7,5,7,Adjective,Verb,,3,0,2,2,allow,w,82.71604938,1,[word_response],subject-7.csv,481,0,11469,509
38,0,3.54,1.68,0.19,3,oaken,#N/A,5,5,7,Adjective,Determiner,,3,0,2,1,whose,w,82.92682927,1,[word_response],subject-7.csv,455,0,19834,19
38,0,1.64,4.56,52.8,3,faith,49,5,4,7,Noun,Noun,,,0,1,1,rink,w,84.04255319,1,[word_response],subject-7.csv,397,0,141,5280
38,0,4.64,4.8,190.4,3,building,177,8,4,7,Noun,Noun,6,3,0,2,1,food,w,84.21052632,1,[word_response],subject-7.csv,477,0,18992,19040
38,0,3.28,4.14,0.11,3,lifer ,#N/A,6,4,7,Noun,Verb,,,0,2,1,hugs,w,85.8490566,1,[word_response],subject-7.csv,568,0,103,11
38,0,2.34,2.31,962.8,3,way,263,3,5,7,Adverb,Verb,,4,0,1,2,agree,w,86.48648649,1,[word_response],subject-7.csv,434,0,8181,96280
38,0,3,2.04,141.09,3,meet,112,4,4,7,Verb,Verb,,3,0,1,1,gone,w,86.60714286,1,[word_response],subject-7.csv,437,0,19548,14109
38,0,4.04,2.5,6.46,3,oval,9,4,7,7,Adjective,Noun,,3,0,2,1,hipster,w,86.72566372,1,[word_response],subject-7.csv,613,0,19060,646
38,0,3.7,4.69,15.35,3,reaches,16,7,6,7,Verb,Noun,,,0,2,2,timers,w,86.7768595,1,[word_response],subject-7.csv,431,0,51,1535
38,0,3.25,3.2,737.78,3,year,343,4,7,7,Noun,Noun,,6,0,1,2,hundred,w,86.46616541,1,[word_response],subject-7.csv,469,0,19109,73778
38,0,,3.03,0.14,3,gimlet,#N/A,6,6,7,Noun,Verb,,,0,2,2,coding,w,86.66666667,1,[word_response],subject-7.csv,425,0,494,14
38,0,2.5,2.03,0.18,3,berate,#N/A,6,8,7,Verb,Verb,,7,0,2,2,involved,w,87.14285714,1,[word_response],subject-7.csv,413,0,19964,18
38,0,,4.47,0.01,3,drubs,#N/A,5,5,7,Verb,Verb,,,0,1,1,nudge,w,87.32394366,1,[word_response],subject-7.csv,414,0,153,1
38,0,,4,1.93,3,chilli,5,6,4,7,Noun,Verb,,3,0,2,1,call,w,87.5862069,1,[word_response],subject-7.csv,381,0,19484,193
38,0,4.1,4,3.95,3,tides,4,5,5,7,Noun,Adjective,,,0,1,1,mauve,w,87.19512195,0,[word_response],subject-7.csv,431,0,222,395
38,0,4.63,4.4,8.91,3,ski,17,3,8,7,Verb,Noun,,7,0,1,2,aircraft,w,87.5739645,1,[word_response],subject-7.csv,503,0,6203,891
38,0,2.82,4.53,0.12,3,snuffles,#N/A,8,5,7,Verb,Noun,,,0,2,2,model,w,87.64705882,1,[word_response],subject-7.csv,444,0,13335,12
38,0,4.18,3.82,1.04,3,fart,#N/A,4,6,7,Verb,Adverb,,4,0,1,1,course,w,87.77777778,1,[word_response],subject-7.csv,401,0,19694,104
38,0,3.04,4.91,0.85,3,recede,#N/A,6,5,7,Verb,Noun,,,0,2,1,socks,w,87.97814208,1,[word_response],subject-7.csv,375,0,991,85
30,0,,3.3,0.06,3,abase,#N/A,5,6,8,Verb,Noun,,5,1,2,2,number,w,93.22916667,1,[word_response],subject-8.csv,640,0,49385,6
30,0,1.64,4.56,52.8,3,faith,49,5,4,8,Noun,Noun,,,1,1,1,rink,w,93.03482587,0,[word_response],subject-8.csv,1069,0,141,5280
30,0,2.94,3.61,172.76,3,systems,154,7,5,8,Noun,Adjective,,,1,2,1,short,w,92.7184466,1,[word_response],subject-8.csv,581,0,18652,17276
30,0,3.54,1.68,0.19,3,oaken,#N/A,5,5,8,Adjective,Determiner,,3,1,2,1,whose,w,92.75362319,1,[word_response],subject-8.csv,463,0,19834,19
30,0,,3.08,0.14,3,stippled ,#N/A,9,5,8,Verb,Noun,,4,1,2,1,trade,w,92.89099526,1,[word_response],subject-8.csv,449,0,19981,14
30,0,4.36,2.53,0.07,3,gunboat,#N/A,7,5,8,Noun,Verb,,4,1,2,1,found,w,92.9245283,1,[word_response],subject-8.csv,546,0,48923,7
30,0,2.72,3.68,1.22,3,trillion,#N/A,8,5,8,Noun,Verb,,,1,2,1,droop,w,92.85714286,1,[word_response],subject-8.csv,702,0,77,122
30,0,3.64,2.35,32.48,3,cycle,44,5,8,8,Verb,Noun,,7,1,2,2,language,w,92.88888889,1,[word_response],subject-8.csv,996,0,18778,3248
30,0,2.83,2.41,5.09,3,briskly,8,7,5,8,Adjective,Verb,,3,1,2,2,allow,w,93.01310044,1,[word_response],subject-8.csv,554,0,11469,509
30,,,0,,0,fart,,,6,1,,,,,1,,,ocurse,nw,70.83333333,1,[nonword_response],subject-1.csv,503,0,0,0
30,0,,1.76,3.98,3,geese,4,5,4,8,Noun,Noun,,,1,1,1,wits,w,93.14516129,1,[word_response],subject-8.csv,1934,0,400,398
30,0,4.64,4.8,190.4,3,building,177,8,4,8,Noun,Noun,6,3,1,2,1,food,w,93.28063241,1,[word_response],subject-8.csv,401,0,18992,19040
30,0,2,4.75,0.05,3,vexes,#N/A,5,6,8,Verb,Noun,,5,1,2,1,street,w,93.05019305,1,[word_response],subject-8.csv,446,0,19614,5
30,0,2.17,4.22,0.05,3,rethinks,#N/A,8,5,8,Verb,Adjective,,,1,2,2,scaly,w,92.69230769,0,[word_response],subject-8.csv,561,0,75,5
30,0,,1.93,16.47,3,winds,27,5,6,8,Verb,Verb,,5,1,1,2,agreed,w,93.09090909,1,[word_response],subject-8.csv,562,0,14692,1647
30,0,,4,1.93,3,chilli,5,6,4,8,Noun,Verb,,3,1,2,1,call,w,92.98245614,1,[word_response],subject-8.csv,472,0,19484,193
30,0,4.63,4.4,8.91,3,ski,17,3,8,8,Verb,Noun,,7,1,1,2,aircraft,w,93.03135889,1,[word_response],subject-8.csv,714,0,6203,891
30,0,3,2.04,141.09,3,meet,112,4,4,8,Verb,Verb,,3,1,1,1,gone,w,93.10344828,1,[word_response],subject-8.csv,551,0,19548,14109
30,0,4.18,3.82,1.04,3,fart,#N/A,4,6,8,Verb,Adverb,,4,1,1,1,course,w,92.81045752,1,[word_response],subject-8.csv,606,0,19694,104
30,0,4.1,4,3.95,3,tides,4,5,5,8,Noun,Adjective,,,1,1,1,mauve,w,92.53246753,0,[word_response],subject-8.csv,455,0,222,395
30,0,,3.03,0.14,3,gimlet,#N/A,6,6,8,Noun,Verb,,,1,2,2,coding,w,92.72151899,1,[word_response],subject-8.csv,622,0,494,14
30,0,,4.47,0.01,3,drubs,#N/A,5,5,8,Verb,Verb,,,1,1,1,nudge,w,92.07317073,0,[word_response],subject-8.csv,539,0,153,1
30,0,2.82,4.53,0.12,3,snuffles,#N/A,8,5,8,Verb,Noun,,,1,2,2,model,w,92.1686747,1,[word_response],subject-8.csv,806,0,13335,12
