age,bigram_frequency,concreteness,correct,diversity,word_freq,initial,letters,response_time,sex,subject_nr,item,trans_prob
34,,,0,188,0,course,6,1500,1,23,flates,0.0006601
30,,,0,188,0,course,6,408,1,24,flates,0.0006601
18,,,0,188,0,course,6,881,0,27,flates,0.0006601
18,,,0,188,0,course,6,832,0,28,flates,0.0006601
18,,,0,188,0,course,6,617,1,29,flates,0.0006601
18,,,0,188,0,course,6,617,1,30,flates,0.0006601
19,,,0,188,0,course,6,509,1,32,flates,0.0006601
18,,,0,188,0,course,6,894,1,33,flates,0.0006601
18,,,0,188,0,course,6,319,1,38,flates,0.0006601
18,,,0,188,0,course,6,319,1,38,flates,0.0006601
18,,,0,188,0,course,6,319,1,40,flates,0.0006601
19,,,0,188,0,course,6,509,1,41,flates,0.0006601
22,,,0,188,0,course,6,558,0,42,flates,0.0006601
18,,,0,188,0,course,6,352,1,47,flates,0.0006601
49,,,0,188,0,course,6,434,1,50,flates,0.0006601
18,11,3.78,0,1,16465,croquet,4,811,1,18,club,0.076923077
18,11,3.78,0,1,16465,croquet,4,427,1,20,club,0.076923077
30,11,3.78,0,1,16465,croquet,4,509,1,26,club,0.076923077
18,11,3.78,0,1,16465,croquet,4,427,1,29,club,0.076923077
18,11,3.78,0,1,16465,croquet,4,427,1,30,club,0.076923077
30,37,4.92,0,1,3770,crusty,5,461,1,26,bread,0.253424658
18,,,0,1,0,culprit,6,958,1,2,spralf,0.096446701
18,,,0,1,0,culprit,6,429,1,3,spralf,0.096446701
18,,,0,1,0,culprit,6,814,1,4,spralf,0.096446701
18,,,0,1,0,culprit,6,683,1,6,spralf,0.096446701
18,,,0,1,0,culprit,6,619,1,7,spralf,0.096446701
18,,,0,1,0,culprit,6,525,1,8,spralf,0.096446701
18,,,0,1,0,culprit,6,748,1,10,spralf,0.096446701
18,,,0,1,0,culprit,6,586,1,11,spralf,0.096446701
18,,,0,1,0,culprit,6,1638,1,12,spralf,0.096446701
18,,,0,1,0,culprit,6,605,1,15,spralf,0.096446701
18,,,0,1,0,culprit,6,512,1,16,spralf,0.096446701
18,,,0,1,0,culprit,6,618,1,18,spralf,0.096446701
18,,,0,1,0,culprit,6,509,0,19,spralf,0.096446701
18,,,0,1,0,culprit,6,762,1,20,spralf,0.096446701
31,,,0,1,0,culprit,6,662,1,22,spralf,0.096446701
34,,,0,1,0,culprit,6,673,1,23,spralf,0.096446701
30,,,0,1,0,culprit,6,509,1,24,spralf,0.096446701
30,,,0,1,0,culprit,6,541,1,26,spralf,0.096446701
18,,,0,1,0,culprit,6,958,0,27,spralf,0.096446701
18,,,0,1,0,culprit,6,429,0,28,spralf,0.096446701
18,,,0,1,0,culprit,6,762,1,29,spralf,0.096446701
18,,,0,1,0,culprit,6,762,1,30,spralf,0.096446701
30,,,0,1,0,culprit,6,905,1,31,spralf,0.096446701
18,0,,0,73,0,deal,7,3000,1,3,shreths,0.000900152
18,0,,0,73,0,deal,7,3000,0,28,shreths,0.000900152
18,0,,0,86,0,design,6,732,0,19,shroft,0.000850143
30,0,,0,86,0,design,6,521,1,25,shroft,0.000850143
18,0,3.79,0,1,14528,detritus,5,143,1,3,works,0.90821256
30,0,3.79,0,1,14528,detritus,5,726,1,26,works,0.90821256
18,0,3.79,0,1,14528,detritus,5,143,0,28,works,0.90821256
18,,,0,3,0,dimmer,6,1098,1,2,spalms,0.107692308
18,,,0,3,0,dimmer,6,282,1,3,spalms,0.107692308
18,,,0,3,0,dimmer,6,1885,1,4,spalms,0.107692308
18,,,0,3,0,dimmer,6,706,1,6,spalms,0.107692308
18,,,0,3,0,dimmer,6,727,1,7,spalms,0.107692308
18,,,0,3,0,dimmer,6,370,1,8,spalms,0.107692308
18,,,0,3,0,dimmer,6,780,1,10,spalms,0.107692308
18,,,0,3,0,dimmer,6,683,1,11,spalms,0.107692308
18,,,0,3,0,dimmer,6,553,1,12,spalms,0.107692308
18,,,0,3,0,dimmer,6,514,1,15,spalms,0.107692308
18,,,0,3,0,dimmer,6,545,1,16,spalms,0.107692308
18,,,0,3,0,dimmer,6,350,1,18,spalms,0.107692308
18,,,0,3,0,dimmer,6,748,0,19,spalms,0.107692308
18,,,0,3,0,dimmer,6,764,1,20,spalms,0.107692308
31,,,0,3,0,dimmer,6,822,1,22,spalms,0.107692308
34,,,0,3,0,dimmer,6,690,1,23,spalms,0.107692308
30,,,0,3,0,dimmer,6,704,1,24,spalms,0.107692308
30,,,0,3,0,dimmer,6,952,1,26,spalms,0.107692308
18,,,0,3,0,dimmer,6,1098,0,27,spalms,0.107692308
18,,,0,3,0,dimmer,6,282,0,28,spalms,0.107692308
18,,,0,3,0,dimmer,6,764,1,29,spalms,0.107692308
18,,,0,3,0,dimmer,6,764,1,30,spalms,0.107692308
30,,,0,3,0,dimmer,6,1085,1,31,spalms,0.107692308
30,11,4.07,0,1,3316,dimmer,6,866,1,26,switch,0.150684932
18,,,0,340,0,dope,6,1035,1,2,spuits,0.000737437
18,,,0,340,0,dope,6,180,1,3,spuits,0.000737437
18,,,0,340,0,dope,6,859,1,4,spuits,0.000737437
18,,,0,340,0,dope,6,714,1,6,spuits,0.000737437
18,,,0,340,0,dope,6,714,1,7,spuits,0.000737437
18,,,0,340,0,dope,6,441,1,8,spuits,0.000737437
18,,,0,340,0,dope,6,644,1,10,spuits,0.000737437
18,,,0,340,0,dope,6,771,1,11,spuits,0.000737437
18,,,0,340,0,dope,6,692,1,12,spuits,0.000737437
18,,,0,340,0,dope,6,645,1,15,spuits,0.000737437
18,,,0,340,0,dope,6,353,1,16,spuits,0.000737437
18,,,0,340,0,dope,6,682,1,18,spuits,0.000737437
18,,,0,340,0,dope,6,697,0,19,spuits,0.000737437
18,,,0,340,0,dope,6,752,1,20,spuits,0.000737437
31,,,0,340,0,dope,6,619,1,22,spuits,0.000737437
34,,,0,340,0,dope,6,693,1,23,spuits,0.000737437
30,,,0,340,0,dope,6,462,1,24,spuits,0.000737437
30,,,0,340,0,dope,6,528,1,26,spuits,0.000737437
18,,,0,340,0,dope,6,1035,0,27,spuits,0.000737437
18,,,0,340,0,dope,6,180,0,28,spuits,0.000737437
18,,,0,340,0,dope,6,752,1,29,spuits,0.000737437
18,,,0,340,0,dope,6,752,1,30,spuits,0.000737437
30,,,0,340,0,dope,6,1122,1,31,spuits,0.000737437
18,12,2.52,0,1,985,downright,4,426,1,16,rude,0.043010753
18,0,2.27,0,12,15968,elixir,5,238,1,13,comes,0.012307692
18,0,2.27,0,12,15968,elixir,5,412,1,20,comes,0.012307692
30,0,2.27,0,12,15968,elixir,5,313,1,24,comes,0.012307692
18,0,2.27,0,12,15968,elixir,5,412,1,29,comes,0.012307692
18,0,2.27,0,12,15968,elixir,5,412,1,30,comes,0.012307692
18,3,3.65,0,1,1095,entire,5,540,1,3,squad,0.120567376
30,3,3.65,0,1,1095,entire,5,3000,1,25,squad,0.120567376
18,3,3.65,0,1,1095,entire,5,540,0,28,squad,0.120567376
18,,,0,51,0,equals,5,13,1,3,fenth,0.001719825
18,,,0,51,0,equals,5,1500,1,7,fenth,0.001719825
18,,,0,51,0,equals,5,964,1,18,fenth,0.001719825
18,,,0,51,0,equals,5,620,1,20,fenth,0.001719825
18,,,0,51,0,equals,5,13,0,28,fenth,0.001719825
18,,,0,51,0,equals,5,620,1,29,fenth,0.001719825
18,,,0,51,0,equals,5,620,1,30,fenth,0.001719825
19,,,0,51,0,equals,5,424,1,32,fenth,0.001719825
18,,,0,51,0,equals,5,433,1,35,fenth,0.001719825
18,,,0,51,0,equals,5,307,1,38,fenth,0.001719825
18,,,0,51,0,equals,5,307,1,38,fenth,0.001719825
18,,,0,51,0,equals,5,307,1,40,fenth,0.001719825
19,,,0,51,0,equals,5,424,1,41,fenth,0.001719825
18,,,0,51,0,equals,5,537,1,46,fenth,0.001719825
49,,,0,51,0,equals,5,374,1,50,fenth,0.001719825
18,,,0,2,0,errand,6,27,1,2,jeight,0.074829932
18,,,0,2,0,errand,6,677,1,3,jeight,0.074829932
18,,,0,2,0,errand,6,655,1,4,jeight,0.074829932
18,,,0,2,0,errand,6,828,1,6,jeight,0.074829932
18,,,0,2,0,errand,6,591,1,7,jeight,0.074829932
18,,,0,2,0,errand,6,465,1,8,jeight,0.074829932
18,,,0,2,0,errand,6,688,1,10,jeight,0.074829932
18,,,0,2,0,errand,6,712,1,11,jeight,0.074829932
18,,,0,2,0,errand,6,628,1,12,jeight,0.074829932
18,,,0,2,0,errand,6,524,1,15,jeight,0.074829932
18,,,0,2,0,errand,6,635,1,16,jeight,0.074829932
18,,,0,2,0,errand,6,554,1,18,jeight,0.074829932
18,,,0,2,0,errand,6,661,0,19,jeight,0.074829932
18,,,0,2,0,errand,6,815,1,20,jeight,0.074829932
31,,,0,2,0,errand,6,612,1,22,jeight,0.074829932
34,,,0,2,0,errand,6,651,1,23,jeight,0.074829932
30,,,0,2,0,errand,6,352,1,24,jeight,0.074829932
30,,,0,2,0,errand,6,700,1,26,jeight,0.074829932
18,,,0,2,0,errand,6,677,0,28,jeight,0.074829932
18,,,0,2,0,errand,6,815,1,29,jeight,0.074829932
18,,,0,2,0,errand,6,815,1,30,jeight,0.074829932
30,,,0,2,0,errand,6,883,1,31,jeight,0.074829932
18,186,2.38,0,372,22864,even,5,795,1,12,among,0.002580574
18,186,2.38,0,372,22864,even,5,624,1,14,among,0.002580574
18,186,2.38,0,372,22864,even,5,668,1,16,among,0.002580574
18,,,0,3,0,exceed,4,1500,1,7,dwic,0.03117506
34,,,0,3,0,exceed,4,1500,1,23,dwic,0.03117506
49,,,0,3,0,exceed,4,350,1,50,dwic,0.03117506
18,0,2.66,0,2,15205,exclaim,7,221,1,2,forward,0.206422018
18,0,2.66,0,2,15205,exclaim,7,3000,1,3,forward,0.206422018
30,0,2.66,0,2,15205,exclaim,7,364,1,26,forward,0.206422018
18,0,2.66,0,2,15205,exclaim,7,3000,0,28,forward,0.206422018
34,,,0,77,0,fell,6,401,1,23,biewed,0.003270417
19,,,0,77,0,fell,6,560,1,32,biewed,0.003270417
18,,,0,77,0,fell,6,396,1,36,biewed,0.003270417
19,,,0,77,0,fell,6,560,1,41,biewed,0.003270417
49,,,0,77,0,fell,6,1177,1,50,biewed,0.003270417
18,,,0,2,0,feud,8,2328,1,2,thrieled,0.173913043
18,,,0,2,0,feud,8,431,1,3,thrieled,0.173913043
18,,,0,2,0,feud,8,579,1,4,thrieled,0.173913043
18,,,0,2,0,feud,8,1014,1,6,thrieled,0.173913043
18,,,0,2,0,feud,8,998,1,7,thrieled,0.173913043
18,,,0,2,0,feud,8,566,1,8,thrieled,0.173913043
18,,,0,2,0,feud,8,913,1,10,thrieled,0.173913043
18,,,0,2,0,feud,8,791,1,11,thrieled,0.173913043
18,,,0,2,0,feud,8,893,1,12,thrieled,0.173913043
18,,,0,2,0,feud,8,808,1,15,thrieled,0.173913043
18,,,0,2,0,feud,8,545,1,16,thrieled,0.173913043
18,,,0,2,0,feud,8,1999,1,18,thrieled,0.173913043
18,,,0,2,0,feud,8,1075,0,19,thrieled,0.173913043
18,,,0,2,0,feud,8,476,1,20,thrieled,0.173913043
31,,,0,2,0,feud,8,779,1,22,thrieled,0.173913043
34,,,0,2,0,feud,8,691,1,23,thrieled,0.173913043
30,,,0,2,0,feud,8,502,1,24,thrieled,0.173913043
30,,,0,2,0,feud,8,698,1,26,thrieled,0.173913043
18,,,0,2,0,feud,8,2328,0,27,thrieled,0.173913043
18,,,0,2,0,feud,8,431,0,28,thrieled,0.173913043
18,,,0,2,0,feud,8,476,1,29,thrieled,0.173913043
18,,,0,2,0,feud,8,476,1,30,thrieled,0.173913043
30,,,0,2,0,feud,8,1723,1,31,thrieled,0.173913043
18,0,,0,2,0,fodder,6,613,1,21,bleuth,0.082191781
31,0,,0,117,0,force,4,498,1,22,ouse,0.000698324
18,0,,0,125,0,form,6,1930,0,19,keiled,0.000463647
18,,,0,2,0,fray,6,906,1,2,cloist,0.054726368
18,,,0,2,0,fray,6,430,1,3,cloist,0.054726368
18,,,0,2,0,fray,6,869,1,4,cloist,0.054726368
18,,,0,2,0,fray,6,868,1,6,cloist,0.054726368
18,,,0,2,0,fray,6,579,1,7,cloist,0.054726368
18,,,0,2,0,fray,6,540,1,8,cloist,0.054726368
18,,,0,2,0,fray,6,652,1,10,cloist,0.054726368
18,,,0,2,0,fray,6,706,1,11,cloist,0.054726368
18,,,0,2,0,fray,6,794,1,12,cloist,0.054726368
18,,,0,2,0,fray,6,486,1,15,cloist,0.054726368
18,,,0,2,0,fray,6,723,1,16,cloist,0.054726368
18,,,0,2,0,fray,6,783,1,18,cloist,0.054726368
18,,,0,2,0,fray,6,1079,0,19,cloist,0.054726368
18,,,0,2,0,fray,6,588,1,20,cloist,0.054726368
31,,,0,2,0,fray,6,694,1,22,cloist,0.054726368
34,,,0,2,0,fray,6,675,1,23,cloist,0.054726368
30,,,0,2,0,fray,6,543,1,24,cloist,0.054726368
30,,,0,2,0,fray,6,568,1,26,cloist,0.054726368
18,,,0,2,0,fray,6,430,0,28,cloist,0.054726368
18,,,0,2,0,fray,6,588,1,29,cloist,0.054726368
18,,,0,2,0,fray,6,588,1,30,cloist,0.054726368
30,,,0,2,0,fray,6,872,1,31,cloist,0.054726368
18,0,,0,88,0,friend,6,476,1,8,slaids,0.001779043
18,,,0,1,0,frill,8,30,1,2,strisped,0.129411765
18,,,0,1,0,frill,8,46,1,3,strisped,0.129411765
18,,,0,1,0,frill,8,682,1,4,strisped,0.129411765
18,,,0,1,0,frill,8,897,1,6,strisped,0.129411765
18,,,0,1,0,frill,8,446,1,7,strisped,0.129411765
18,,,0,1,0,frill,8,535,1,8,strisped,0.129411765
18,,,0,1,0,frill,8,1163,1,10,strisped,0.129411765
18,,,0,1,0,frill,8,1052,1,11,strisped,0.129411765
18,,,0,1,0,frill,8,874,1,12,strisped,0.129411765
18,,,0,1,0,frill,8,677,1,15,strisped,0.129411765
18,,,0,1,0,frill,8,640,1,16,strisped,0.129411765
18,,,0,1,0,frill,8,844,1,18,strisped,0.129411765
18,,,0,1,0,frill,8,732,0,19,strisped,0.129411765
18,,,0,1,0,frill,8,744,1,20,strisped,0.129411765
31,,,0,1,0,frill,8,715,1,22,strisped,0.129411765
34,,,0,1,0,frill,8,781,1,23,strisped,0.129411765
30,,,0,1,0,frill,8,480,1,24,strisped,0.129411765
30,,,0,1,0,frill,8,527,1,26,strisped,0.129411765
18,,,0,1,0,frill,8,30,0,27,strisped,0.129411765
18,,,0,1,0,frill,8,46,0,28,strisped,0.129411765
18,,,0,1,0,frill,8,744,1,29,strisped,0.129411765
18,,,0,1,0,frill,8,744,1,30,strisped,0.129411765
30,,,0,1,0,frill,8,984,1,31,strisped,0.129411765
30,11,3.63,0,1,17613,ghostly,6,481,1,26,figure,0.042307692
18,12,5,0,2,1021,gilded,4,406,1,20,cage,0.041522491
18,,,0,156,0,giver,6,772,1,2,freins,0.000332469
18,,,0,156,0,giver,6,344,1,3,freins,0.000332469
18,,,0,156,0,giver,6,753,1,4,freins,0.000332469
18,,,0,156,0,giver,6,640,1,6,freins,0.000332469
18,,,0,156,0,giver,6,876,1,7,freins,0.000332469
18,,,0,156,0,giver,6,506,1,8,freins,0.000332469
18,,,0,156,0,giver,6,663,1,10,freins,0.000332469
18,,,0,156,0,giver,6,679,1,11,freins,0.000332469
18,,,0,156,0,giver,6,718,1,12,freins,0.000332469
18,,,0,156,0,giver,6,520,1,15,freins,0.000332469
18,,,0,156,0,giver,6,643,1,16,freins,0.000332469
18,,,0,156,0,giver,6,1073,1,18,freins,0.000332469
18,,,0,156,0,giver,6,703,0,19,freins,0.000332469
18,,,0,156,0,giver,6,479,1,20,freins,0.000332469
31,,,0,156,0,giver,6,693,1,22,freins,0.000332469
34,,,0,156,0,giver,6,608,1,23,freins,0.000332469
30,,,0,156,0,giver,6,574,1,24,freins,0.000332469
30,,,0,156,0,giver,6,514,1,26,freins,0.000332469
18,,,0,156,0,giver,6,344,0,28,freins,0.000332469
18,,,0,156,0,giver,6,479,1,29,freins,0.000332469
18,,,0,156,0,giver,6,479,1,30,freins,0.000332469
30,,,0,156,0,giver,6,1249,1,31,freins,0.000332469
18,0,,0,2,0,glimmer,5,3000,1,3,ghond,0.044982699
18,0,,0,2,0,glimmer,5,349,1,15,ghond,0.044982699
30,0,,0,2,0,glimmer,5,428,1,24,ghond,0.044982699
18,0,,0,2,0,glimmer,5,3000,0,28,ghond,0.044982699
18,,,0,1,0,graft,5,3000,1,2,phlug,0.092592593
18,,,0,1,0,graft,5,499,1,3,phlug,0.092592593
18,,,0,1,0,graft,5,947,1,4,phlug,0.092592593
18,,,0,1,0,graft,5,590,1,6,phlug,0.092592593
18,,,0,1,0,graft,5,484,1,7,phlug,0.092592593
18,,,0,1,0,graft,5,549,1,8,phlug,0.092592593
18,,,0,1,0,graft,5,673,1,10,phlug,0.092592593
18,,,0,1,0,graft,5,549,1,11,phlug,0.092592593
18,,,0,1,0,graft,5,1247,1,12,phlug,0.092592593
18,,,0,1,0,graft,5,549,1,15,phlug,0.092592593
18,,,0,1,0,graft,5,435,1,16,phlug,0.092592593
18,,,0,1,0,graft,5,275,1,18,phlug,0.092592593
18,,,0,1,0,graft,5,643,0,19,phlug,0.092592593
18,,,0,1,0,graft,5,596,1,20,phlug,0.092592593
31,,,0,1,0,graft,5,472,1,22,phlug,0.092592593
34,,,0,1,0,graft,5,591,1,23,phlug,0.092592593
30,,,0,1,0,graft,5,466,1,24,phlug,0.092592593
30,,,0,1,0,graft,5,1513,1,26,phlug,0.092592593
18,,,0,1,0,graft,5,3000,0,27,phlug,0.092592593
18,,,0,1,0,graft,5,499,0,28,phlug,0.092592593
18,,,0,1,0,graft,5,596,1,29,phlug,0.092592593
18,,,0,1,0,graft,5,596,1,30,phlug,0.092592593
30,,,0,1,0,graft,5,719,1,31,phlug,0.092592593
18,,,0,1,0,grimace,7,276,1,2,scrcair,0.15483871
18,,,0,1,0,grimace,7,232,1,3,scrcair,0.15483871
18,,,0,1,0,grimace,7,1644,1,4,scrcair,0.15483871
18,,,0,1,0,grimace,7,647,1,6,scrcair,0.15483871
18,,,0,1,0,grimace,7,548,1,7,scrcair,0.15483871
18,,,0,1,0,grimace,7,455,1,8,scrcair,0.15483871
18,,,0,1,0,grimace,7,682,1,10,scrcair,0.15483871
18,,,0,1,0,grimace,7,552,1,11,scrcair,0.15483871
18,,,0,1,0,grimace,7,704,1,12,scrcair,0.15483871
18,,,0,1,0,grimace,7,630,1,15,scrcair,0.15483871
18,,,0,1,0,grimace,7,583,1,16,scrcair,0.15483871
18,,,0,1,0,grimace,7,636,1,18,scrcair,0.15483871
18,,,0,1,0,grimace,7,756,0,19,scrcair,0.15483871
18,,,0,1,0,grimace,7,659,1,20,scrcair,0.15483871
31,,,0,1,0,grimace,7,700,1,22,scrcair,0.15483871
34,,,0,1,0,grimace,7,868,1,23,scrcair,0.15483871
30,,,0,1,0,grimace,7,350,1,24,scrcair,0.15483871
30,,,0,1,0,grimace,7,492,1,26,scrcair,0.15483871
18,,,0,1,0,grimace,7,276,0,27,scrcair,0.15483871
18,,,0,1,0,grimace,7,232,0,28,scrcair,0.15483871
18,,,0,1,0,grimace,7,659,1,29,scrcair,0.15483871
18,,,0,1,0,grimace,7,659,1,30,scrcair,0.15483871
30,,,0,1,0,grimace,7,692,1,31,scrcair,0.15483871
18,0,5,0,17,15896,habitat,3,407,1,16,bed,0.008355321
18,11,4.77,0,1,16200,hallowed,6,102,1,3,ground,0.083333333
30,11,4.77,0,1,16200,hallowed,6,534,1,26,ground,0.083333333
18,11,4.77,0,1,16200,hallowed,6,102,0,28,ground,0.083333333
18,107,2.08,0,86,7763,heart,7,453,1,2,failure,0.007792019
30,107,2.08,0,86,7763,heart,7,513,1,26,failure,0.007792019
30,0,2.04,0,699,15349,helix,7,379,1,26,clearly,0.0000205
18,,,0,1,0,hoard,6,720,1,2,thriff,0.275132275
18,,,0,1,0,hoard,6,1347,1,3,thriff,0.275132275
18,,,0,1,0,hoard,6,909,1,4,thriff,0.275132275
18,,,0,1,0,hoard,6,802,1,6,thriff,0.275132275
18,,,0,1,0,hoard,6,557,1,7,thriff,0.275132275
18,,,0,1,0,hoard,6,548,1,8,thriff,0.275132275
18,,,0,1,0,hoard,6,891,1,10,thriff,0.275132275
18,,,0,1,0,hoard,6,666,1,11,thriff,0.275132275
18,,,0,1,0,hoard,6,737,1,12,thriff,0.275132275
18,,,0,1,0,hoard,6,1602,1,15,thriff,0.275132275
18,,,0,1,0,hoard,6,836,1,16,thriff,0.275132275
18,,,0,1,0,hoard,6,1232,1,18,thriff,0.275132275
18,,,0,1,0,hoard,6,1223,0,19,thriff,0.275132275
18,,,0,1,0,hoard,6,826,1,20,thriff,0.275132275
31,,,0,1,0,hoard,6,624,1,22,thriff,0.275132275
34,,,0,1,0,hoard,6,381,1,23,thriff,0.275132275
30,,,0,1,0,hoard,6,482,1,24,thriff,0.275132275
30,,,0,1,0,hoard,6,768,1,26,thriff,0.275132275
18,,,0,1,0,hoard,6,720,0,27,thriff,0.275132275
18,,,0,1,0,hoard,6,1347,0,28,thriff,0.275132275
18,,,0,1,0,hoard,6,826,1,29,thriff,0.275132275
18,,,0,1,0,hoard,6,826,1,30,thriff,0.275132275
30,,,0,1,0,hoard,6,1142,1,31,thriff,0.275132275
18,0,1.33,0,5,14592,hoary,7,445,1,20,despite,0.041666667
30,0,1.33,0,5,14592,hoary,7,588,1,26,despite,0.041666667
18,0,1.33,0,5,14592,hoary,7,445,1,29,despite,0.041666667
18,0,1.33,0,5,14592,hoary,7,445,1,30,despite,0.041666667
30,0,1.33,0,5,14592,hoary,7,1853,1,31,despite,0.041666667
18,,,0,87,0,holds,6,1500,1,1,deeled,0.000735294
18,,,0,87,0,holds,6,1151,1,2,deeled,0.000735294
18,,,0,87,0,holds,6,1500,1,5,deeled,0.000735294
18,,,0,87,0,holds,6,1026,1,11,deeled,0.000735294
18,,,0,87,0,holds,6,486,1,14,deeled,0.000735294
18,,,0,87,0,holds,6,203,1,18,deeled,0.000735294
18,,,0,87,0,holds,6,390,1,21,deeled,0.000735294
34,,,0,87,0,holds,6,331,1,23,deeled,0.000735294
30,,,0,87,0,holds,6,1500,1,24,deeled,0.000735294
30,,,0,87,0,holds,6,212,1,25,deeled,0.000735294
18,,,0,87,0,holds,6,1500,0,27,deeled,0.000735294
19,,,0,87,0,holds,6,802,1,32,deeled,0.000735294
18,,,0,87,0,holds,6,786,1,36,deeled,0.000735294
19,,,0,87,0,holds,6,802,1,41,deeled,0.000735294
21,,,0,87,0,holds,6,950,1,43,deeled,0.000735294
18,,,0,87,0,holds,6,512,1,46,deeled,0.000735294
49,,,0,87,0,holds,6,1500,1,50,deeled,0.000735294
18,0,,0,72,0,hundred,6,2081,1,2,splurb,0.00115129
18,0,,0,72,0,hundred,6,2516,1,6,splurb,0.00115129
18,0,,0,72,0,hundred,6,2081,0,27,splurb,0.00115129
18,0,3,0,41,15752,imbue,5,467,1,20,force,0.002404488
18,0,3,0,41,15752,imbue,5,467,1,29,force,0.002404488
18,0,3,0,41,15752,imbue,5,467,1,30,force,0.002404488
18,0,,0,86,0,income,5,1214,1,2,clerb,0.002738589
18,0,,0,86,0,income,5,375,1,14,clerb,0.002738589
30,0,,0,86,0,income,5,290,1,24,clerb,0.002738589
18,,,0,2,0,jeering,7,278,1,2,mitched,0.1375
18,,,0,2,0,jeering,7,1980,1,3,mitched,0.1375
18,,,0,2,0,jeering,7,1303,1,4,mitched,0.1375
18,,,0,2,0,jeering,7,818,1,6,mitched,0.1375
18,,,0,2,0,jeering,7,582,1,7,mitched,0.1375
18,,,0,2,0,jeering,7,631,1,8,mitched,0.1375
18,,,0,2,0,jeering,7,1020,1,10,mitched,0.1375
18,,,0,2,0,jeering,7,790,1,11,mitched,0.1375
18,,,0,2,0,jeering,7,1646,1,12,mitched,0.1375
18,,,0,2,0,jeering,7,679,1,15,mitched,0.1375
18,,,0,2,0,jeering,7,546,1,16,mitched,0.1375
18,,,0,2,0,jeering,7,1015,1,18,mitched,0.1375
18,,,0,2,0,jeering,7,676,0,19,mitched,0.1375
18,,,0,2,0,jeering,7,560,1,20,mitched,0.1375
31,,,0,2,0,jeering,7,957,1,22,mitched,0.1375
34,,,0,2,0,jeering,7,637,1,23,mitched,0.1375
30,,,0,2,0,jeering,7,513,1,24,mitched,0.1375
30,,,0,2,0,jeering,7,601,1,26,mitched,0.1375
18,,,0,2,0,jeering,7,1980,0,28,mitched,0.1375
18,,,0,2,0,jeering,7,560,1,29,mitched,0.1375
18,,,0,2,0,jeering,7,560,1,30,mitched,0.1375
30,,,0,2,0,jeering,7,1340,1,31,mitched,0.1375
18,0,1.85,0,1,14315,jink,7,1048,1,10,natural,0.092592593
18,0,1.85,0,1,14315,jink,7,390,1,20,natural,0.092592593
30,0,1.85,0,1,14315,jink,7,498,1,26,natural,0.092592593
18,0,1.85,0,1,14315,jink,7,390,1,29,natural,0.092592593
18,0,1.85,0,1,14315,jink,7,390,1,30,natural,0.092592593
18,,,0,3,0,jolt,4,2701,1,2,zamn,0.0625
18,,,0,3,0,jolt,4,436,1,3,zamn,0.0625
18,,,0,3,0,jolt,4,523,1,4,zamn,0.0625
18,,,0,3,0,jolt,4,856,1,6,zamn,0.0625
18,,,0,3,0,jolt,4,762,1,7,zamn,0.0625
18,,,0,3,0,jolt,4,497,1,8,zamn,0.0625
18,,,0,3,0,jolt,4,873,1,10,zamn,0.0625
18,,,0,3,0,jolt,4,865,1,11,zamn,0.0625
18,,,0,3,0,jolt,4,793,1,12,zamn,0.0625
18,,,0,3,0,jolt,4,597,1,15,zamn,0.0625
18,,,0,3,0,jolt,4,566,1,16,zamn,0.0625
18,,,0,3,0,jolt,4,798,1,18,zamn,0.0625
18,,,0,3,0,jolt,4,648,0,19,zamn,0.0625
18,,,0,3,0,jolt,4,612,1,20,zamn,0.0625
31,,,0,3,0,jolt,4,786,1,22,zamn,0.0625
34,,,0,3,0,jolt,4,571,1,23,zamn,0.0625
30,,,0,3,0,jolt,4,389,1,24,zamn,0.0625
30,,,0,3,0,jolt,4,568,1,26,zamn,0.0625
18,,,0,3,0,jolt,4,2701,0,27,zamn,0.0625
18,,,0,3,0,jolt,4,436,0,28,zamn,0.0625
18,,,0,3,0,jolt,4,612,1,29,zamn,0.0625
18,,,0,3,0,jolt,4,612,1,30,zamn,0.0625
30,,,0,3,0,jolt,4,636,1,31,zamn,0.0625
18,,,0,1,0,jumbo,5,2721,1,2,truts,0.223880597
18,,,0,1,0,jumbo,5,754,1,3,truts,0.223880597
18,,,0,1,0,jumbo,5,1465,1,4,truts,0.223880597
18,,,0,1,0,jumbo,5,998,1,6,truts,0.223880597
18,,,0,1,0,jumbo,5,648,1,7,truts,0.223880597
18,,,0,1,0,jumbo,5,402,1,8,truts,0.223880597
18,,,0,1,0,jumbo,5,688,1,10,truts,0.223880597
18,,,0,1,0,jumbo,5,867,1,11,truts,0.223880597
18,,,0,1,0,jumbo,5,555,1,12,truts,0.223880597
18,,,0,1,0,jumbo,5,543,1,15,truts,0.223880597
18,,,0,1,0,jumbo,5,542,1,16,truts,0.223880597
18,,,0,1,0,jumbo,5,935,1,18,truts,0.223880597
18,,,0,1,0,jumbo,5,629,0,19,truts,0.223880597
18,,,0,1,0,jumbo,5,545,1,20,truts,0.223880597
31,,,0,1,0,jumbo,5,702,1,22,truts,0.223880597
34,,,0,1,0,jumbo,5,664,1,23,truts,0.223880597
30,,,0,1,0,jumbo,5,460,1,24,truts,0.223880597
30,,,0,1,0,jumbo,5,635,1,26,truts,0.223880597
18,,,0,1,0,jumbo,5,2721,0,27,truts,0.223880597
