acc,accuracy,age,average_response_time,avg_rt,background,bidi,block,canvas_backend,clock_backend,color_backend,compensation,consent,coordinates,correct,correct_Instructions,correct_new_sketchpad,correct_new_sketchpad_1,correct_new_touch_response_4,correct_new_touch_response_4_1,correct_new_touch_response_4_2,correct_new_touch_response_4_3,correct_new_touch_response_4_4,correct_new_touch_response_4_5,count_Age,count_Consent,count_Instructions,count_Prac_block,count_Sex,count_block_1,count_block_2,count_block_3,count_block_4,count_block_5,count_experiment,count_feedback,count_incongruent_block,count_new_feedback_1,count_new_logger_5,count_new_logger_5_1,count_new_logger_5_2,count_new_logger_5_3,count_new_logger_5_4,count_new_logger_5_5,count_new_reset_feedback,count_new_sketchpad,count_new_sketchpad_1,count_new_sketchpad_11,count_new_sketchpad_11_1,count_new_sketchpad_11_1_1,count_new_sketchpad_11_1_2,count_new_sketchpad_11_1_3,count_new_sketchpad_11_1_4,count_new_sketchpad_11_1_5,count_new_sketchpad_11_2,count_new_sketchpad_11_3,count_new_sketchpad_11_4,count_new_sketchpad_11_5,count_new_sketchpad_11_6,count_new_touch_response_4,count_new_touch_response_4_1,count_new_touch_response_4_2,count_new_touch_response_4_3,count_new_touch_response_4_4,count_new_touch_response_4_5,count_notes,count_trial_sequence_1,count_trial_sequence_2,count_trial_sequence_3,count_trial_sequence_4,count_trial_sequence_5,count_trial_sequence_6,count_trial_sequence_7,cursor_x,cursor_y,datetime,description,device_dpi,device_is_tablet,device_resolution_height,device_resolution_width,device_screen_diag,disable_garbage_collection,dm_source_file,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,form_response,form_var,freq,fullscreen,height,key,distance,keyboard_backend,live_row,live_row_Prac_block,live_row_block_1,loc,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Instructions,response_feedback,response_new_sketchpad,response_new_sketchpad_1,response_new_touch_response_4,response_new_touch_response_4_1,response_new_touch_response_4_2,response_new_touch_response_4_3,response_new_touch_response_4_4,response_new_touch_response_4_5,response_time,response_time_Instructions,response_time_feedback,response_time_new_sketchpad,response_time_new_sketchpad_1,response_time_new_touch_response_4,response_time_new_touch_response_4_1,response_time_new_touch_response_4_2,response_time_new_touch_response_4_3,response_time_new_touch_response_4_4,response_time_new_touch_response_4_5,round_decimals,sampler_backend,sex,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,synth_backend,time_Age,time_Consent,time_Instructions,time_Prac_block,time_Sex,time_block_1,time_block_2,time_block_3,time_block_4,time_block_5,time_experiment,time_feedback,time_incongruent_block,time_new_feedback_1,time_new_logger_5,time_new_logger_5_1,time_new_logger_5_2,time_new_logger_5_3,time_new_logger_5_4,time_new_logger_5_5,time_new_reset_feedback,time_new_sketchpad,time_new_sketchpad_1,time_new_sketchpad_11,time_new_sketchpad_11_1,time_new_sketchpad_11_1_1,time_new_sketchpad_11_1_2,time_new_sketchpad_11_1_3,time_new_sketchpad_11_1_4,time_new_sketchpad_11_1_5,time_new_sketchpad_11_2,time_new_sketchpad_11_3,time_new_sketchpad_11_4,time_new_sketchpad_11_5,time_new_sketchpad_11_6,time_new_touch_response_4,time_new_touch_response_4_1,time_new_touch_response_4_2,time_new_touch_response_4_3,time_new_touch_response_4_4,time_new_touch_response_4_5,time_notes,time_trial_sequence_1,time_trial_sequence_2,time_trial_sequence_3,time_trial_sequence_4,time_trial_sequence_5,time_trial_sequence_6,time_trial_sequence_7,title,total_correct,total_response_time,total_responses,tp,uniform_coordinates,width
98.75776398,98.75776398,18,428.0248447,428.0248447,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,12,0,0,0,15,15,36,36,36,36,12,36,36,36,36,12,15,36,36,36,36,12,0,36,NA,15,36,36,36,12,1028,313,10/25/17 10:53:31,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-29.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,12,15,36,4,C:/Users/russe/Desktop/subject-29.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,7,7,7,7,7,4,464,559,NA,454,735,369,362,366,439,386,464,2,legacy,Male,1024,2,48000,-16,experiment,29,odd,droid,5497,NA,11556,12571,NA,21076,40159,58813,77341,96636,2071,NA,NA,NA,NA,40109,58773,96597,77301,103221,NA,12117,20340,19962,20333,40109,58773,96597,77301,103221,39745,58406,96156,76912,102755,19962,39745,58406,96156,76913,102755,NA,39744,NA,19960,58405,96155,76911,102754,Runtime for Android template,159,68912,161,0.4,no,1280
98.8372093,98.8372093,18,430.6860465,430.6860465,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,23,0,0,0,15,15,36,36,36,36,23,36,36,36,36,23,15,36,36,36,36,23,0,36,NA,15,36,36,36,23,1108,376,10/25/17 10:53:31,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-29.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,23,15,36,4,C:/Users/russe/Desktop/subject-29.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,7,7,7,7,7,4,482,559,NA,454,735,369,362,366,439,386,482,2,legacy,Male,1024,2,48000,-16,experiment,29,odd,droid,5497,NA,11556,12571,NA,21076,40159,58813,77341,96636,2071,NA,NA,NA,NA,40109,58773,96597,77301,109118,NA,12117,20340,19962,20333,40109,58773,96597,77301,109118,39745,58406,96156,76912,108633,19962,39745,58406,96156,76913,108633,NA,39744,NA,19960,58405,96155,76911,108631,Runtime for Android template,170,74078,172,0.4,no,1280
98.87640449,98.87640449,18,431.3651685,431.3651685,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,29,0,0,0,15,15,36,36,36,36,29,36,36,36,36,29,15,36,36,36,36,29,0,36,NA,15,36,36,36,29,475,286,10/25/17 10:53:31,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-29.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,29,15,36,2,C:/Users/russe/Desktop/subject-29.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,7,7,7,7,7,2,387,559,NA,454,735,369,362,366,439,386,387,2,legacy,Male,1024,2,48000,-16,experiment,29,odd,droid,5497,NA,11556,12571,NA,21076,40159,58813,77341,96636,2071,NA,NA,NA,NA,40109,58773,96597,77301,112542,NA,12117,20340,19962,20333,40109,58773,96597,77301,112542,39745,58406,96156,76912,112153,19962,39745,58406,96156,76913,112153,NA,39744,NA,19960,58405,96155,76911,112152,Runtime for Android template,176,76783,178,0.22,no,1280
98.91304348,98.91304348,18,432.0652174,432.0652174,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,35,0,0,0,15,15,36,36,36,36,35,36,36,36,36,35,15,36,36,36,36,35,0,36,NA,15,36,36,36,35,519,269,10/25/17 10:53:31,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-29.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,35,15,36,2,C:/Users/russe/Desktop/subject-29.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,7,7,7,7,7,2,551,559,NA,454,735,369,362,366,439,386,551,2,legacy,Male,1024,2,48000,-16,experiment,29,odd,droid,5497,NA,11556,12571,NA,21076,40159,58813,77341,96636,2071,NA,NA,NA,NA,40109,58773,96597,77301,115717,NA,12117,20340,19962,20333,40109,58773,96597,77301,115717,39745,58406,96156,76912,115164,19962,39745,58406,96156,76913,115164,NA,39744,NA,19960,58405,96155,76911,115163,Runtime for Android template,182,79500,184,0.22,no,1280
100,100,18,518.8944099,518.8944099,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,12,0,0,0,15,15,36,36,36,36,12,36,36,36,36,12,15,36,36,36,36,12,0,36,NA,15,36,36,36,12,1098,290,10/30/17 15:58:48,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-36.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,12,15,,4,C:/Users/russe/Desktop/subject-36.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,4,7,7,7,7,4,767,12619,NA,1711,15771,498,486,488,459,412,767,2,legacy,Female,1024,2,48000,-16,experiment,36,even,droid,26067,NA,48776,63116,NA,89025,110979,132607,153844,174443,2700,NA,NA,NA,73229,110958,132588,174424,153820,182153,NA,61400,73252,72726,73229,110958,132588,174424,153820,182153,110466,132095,173959,153403,181379,72726,110466,132095,173959,153403,181380,NA,110464,NA,72724,132093,173956,153401,181377,Runtime for Android template,161,83542,161,0.4,no,1280
100,100,18,517.2267442,517.2267442,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,23,0,0,0,15,15,36,36,36,36,23,36,36,36,36,23,15,36,36,36,36,23,0,36,NA,15,36,36,36,23,1086,277,10/30/17 15:58:48,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-36.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,23,15,,4,C:/Users/russe/Desktop/subject-36.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,4,7,7,7,7,4,512,12619,NA,1711,15771,498,486,488,459,412,512,2,legacy,Female,1024,2,48000,-16,experiment,36,even,droid,26067,NA,48776,63116,NA,89025,110979,132607,153844,174443,2700,NA,NA,NA,73229,110958,132588,174424,153820,188229,NA,61400,73252,72726,73229,110958,132588,174424,153820,188229,110466,132095,173959,153403,187712,72726,110466,132095,173959,153403,187712,NA,110464,NA,72724,132093,173956,153401,187710,Runtime for Android template,172,88963,172,0.4,no,1280
100,100,18,517.1797753,517.1797753,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,29,0,0,0,15,15,36,36,36,36,29,36,36,36,36,29,15,36,36,36,36,29,0,36,NA,15,36,36,36,29,462,338,10/30/17 15:58:48,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-36.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,29,15,,2,C:/Users/russe/Desktop/subject-36.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,4,7,7,7,7,2,485,12619,NA,1711,15771,498,486,488,459,412,485,2,legacy,Female,1024,2,48000,-16,experiment,36,even,droid,26067,NA,48776,63116,NA,89025,110979,132607,153844,174443,2700,NA,NA,NA,73229,110958,132588,174424,153820,191708,NA,61400,73252,72726,73229,110958,132588,174424,153820,191708,110466,132095,173959,153403,191215,72726,110466,132095,173959,153403,191215,NA,110464,NA,72724,132093,173956,153401,191213,Runtime for Android template,178,92058,178,0.22,no,1280
100,100,18,516.5923913,516.5923913,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,35,0,0,0,15,15,36,36,36,36,35,36,36,36,36,35,15,36,36,36,36,35,0,36,NA,15,36,36,36,35,488,323,10/30/17 15:58:48,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-36.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,35,15,,2,C:/Users/russe/Desktop/subject-36.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,4,7,7,7,7,2,472,12619,NA,1711,15771,498,486,488,459,412,472,2,legacy,Female,1024,2,48000,-16,experiment,36,even,droid,26067,NA,48776,63116,NA,89025,110979,132607,153844,174443,2700,NA,NA,NA,73229,110958,132588,174424,153820,195056,NA,61400,73252,72726,73229,110958,132588,174424,153820,195056,110466,132095,173959,153403,194577,72726,110466,132095,173959,153403,194577,NA,110464,NA,72724,132093,173956,153401,194575,Runtime for Android template,184,95053,184,0.22,no,1280
100,100,19,502.2236025,502.2236025,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,12,0,0,0,15,15,36,36,36,36,12,36,36,36,36,12,15,36,36,36,36,12,0,36,NA,15,36,36,36,12,1074,258,10/23/17 13:51:06,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-17.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,12,15,,4,C:/Users/bluey/Desktop/subject-17.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,3,7,7,7,7,4,475,2504,NA,1263,8722,511,431,446,481,512,475,2,legacy,Female,1024,2,48000,-16,experiment,17,odd,droid,10513,NA,18278,22052,NA,40927,62715,83427,103467,124478,2787,NA,NA,NA,32182,62690,83403,124450,103444,131969,NA,20786,32201,31665,32182,62690,83403,124450,103444,131969,62253,82954,123964,102927,131489,31666,62253,82954,123964,102927,131489,NA,62251,NA,31664,82949,123961,102925,131487,Runtime for Android template,161,80858,161,0.4,no,1280
100,100,19,502.1569767,502.1569767,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,23,0,0,0,15,15,36,36,36,36,23,36,36,36,36,23,15,36,36,36,36,23,0,36,NA,15,36,36,36,23,1106,284,10/23/17 13:51:06,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-17.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,23,15,,4,C:/Users/bluey/Desktop/subject-17.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,3,7,7,7,7,4,511,2504,NA,1263,8722,511,431,446,481,512,511,2,legacy,Female,1024,2,48000,-16,experiment,17,odd,droid,10513,NA,18278,22052,NA,40927,62715,83427,103467,124478,2787,NA,NA,NA,32182,62690,83403,124450,103444,138171,NA,20786,32201,31665,32182,62690,83403,124450,103444,138171,62253,82954,123964,102927,137654,31666,62253,82954,123964,102927,137654,NA,62251,NA,31664,82949,123961,102925,137652,Runtime for Android template,172,86371,172,0.4,no,1280
100,100,19,501.7921348,501.7921348,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,29,0,0,0,15,15,36,36,36,36,29,36,36,36,36,29,15,36,36,36,36,29,0,36,NA,15,36,36,36,29,556,250,10/23/17 13:51:06,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-17.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,29,15,,2,C:/Users/bluey/Desktop/subject-17.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,3,7,7,7,7,2,526,2504,NA,1263,8722,511,431,446,481,512,526,2,legacy,Female,1024,2,48000,-16,experiment,17,odd,droid,10513,NA,18278,22052,NA,40927,62715,83427,103467,124478,2787,NA,NA,NA,32182,62690,83403,124450,103444,141487,NA,20786,32201,31665,32182,62690,83403,124450,103444,141487,62253,82954,123964,102927,140954,31666,62253,82954,123964,102927,140955,NA,62251,NA,31664,82949,123961,102925,140951,Runtime for Android template,178,89319,178,0.22,no,1280
100,100,19,501.2934783,501.2934783,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,35,0,0,0,15,15,36,36,36,36,35,36,36,36,36,35,15,36,36,36,36,35,0,36,NA,15,36,36,36,35,509,295,10/23/17 13:51:06,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-17.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,35,15,,2,C:/Users/bluey/Desktop/subject-17.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,3,7,7,7,7,2,458,2504,NA,1263,8722,511,431,446,481,512,458,2,legacy,Female,1024,2,48000,-16,experiment,17,odd,droid,10513,NA,18278,22052,NA,40927,62715,83427,103467,124478,2787,NA,NA,NA,32182,62690,83403,124450,103444,144781,NA,20786,32201,31665,32182,62690,83403,124450,103444,144781,62253,82954,123964,102927,144318,31666,62253,82954,123964,102927,144318,NA,62251,NA,31664,82949,123961,102925,144315,Runtime for Android template,184,92238,184,0.22,no,1280
100,100,19,494.2732919,494.2732919,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,12,0,0,0,15,15,36,36,36,36,12,36,36,36,36,12,15,36,36,36,36,12,0,36,NA,15,36,36,36,12,1021,289,10/23/17 13:54:22,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-18.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,12,15,,4,C:/Users/bluey/Desktop/subject-18.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,8,7,7,7,7,4,417,5245,NA,835,2178,552,398,476,472,478,417,2,legacy,Male,1024,2,48000,-16,experiment,18,even,droid,5568,NA,13819,19907,NA,31818,52462,73768,93972,114330,2629,NA,NA,NA,29609,52444,73748,114311,93950,121359,NA,19068,29635,29055,29609,52444,73748,114311,93950,121359,52042,73268,113834,93466,120937,29055,52042,73268,113834,93467,120937,NA,52040,NA,29051,73266,113833,93464,120935,Runtime for Android template,161,79578,161,0.4,no,1280
100,100,19,492.1976744,492.1976744,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,23,0,0,0,15,15,36,36,36,36,23,36,36,36,36,23,15,36,36,36,36,23,0,36,NA,15,36,36,36,23,1054,300,10/23/17 13:54:22,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-18.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,23,15,,4,C:/Users/bluey/Desktop/subject-18.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,8,7,7,7,7,4,469,5245,NA,835,2178,552,398,476,472,478,469,2,legacy,Male,1024,2,48000,-16,experiment,18,even,droid,5568,NA,13819,19907,NA,31818,52462,73768,93972,114330,2629,NA,NA,NA,29609,52444,73748,114311,93950,127104,NA,19068,29635,29055,29609,52444,73748,114311,93950,127104,52042,73268,113834,93466,126630,29055,52042,73268,113834,93467,126631,NA,52040,NA,29051,73266,113833,93464,126628,Runtime for Android template,172,84658,172,0.4,no,1280
100,100,19,494.0730337,494.0730337,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,29,0,0,0,15,15,36,36,36,36,29,36,36,36,36,29,15,36,36,36,36,29,0,36,NA,15,36,36,36,29,523,284,10/23/17 13:54:22,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-18.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,29,15,,2,C:/Users/bluey/Desktop/subject-18.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,8,7,7,7,7,2,512,5245,NA,835,2178,552,398,476,472,478,512,2,legacy,Male,1024,2,48000,-16,experiment,18,even,droid,5568,NA,13819,19907,NA,31818,52462,73768,93972,114330,2629,NA,NA,NA,29609,52444,73748,114311,93950,130757,NA,19068,29635,29055,29609,52444,73748,114311,93950,130757,52042,73268,113834,93466,130239,29055,52042,73268,113834,93467,130239,NA,52040,NA,29051,73266,113833,93464,130237,Runtime for Android template,178,87945,178,0.22,no,1280
100,100,19,494.5,494.5,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,35,0,0,0,15,15,36,36,36,36,35,36,36,36,36,35,15,36,36,36,36,35,0,36,NA,15,36,36,36,35,525,328,10/23/17 13:54:22,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-18.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,35,15,,2,C:/Users/bluey/Desktop/subject-18.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,8,7,7,7,7,2,490,5245,NA,835,2178,552,398,476,472,478,490,2,legacy,Male,1024,2,48000,-16,experiment,18,even,droid,5568,NA,13819,19907,NA,31818,52462,73768,93972,114330,2629,NA,NA,NA,29609,52444,73748,114311,93950,134175,NA,19068,29635,29055,29609,52444,73748,114311,93950,134175,52042,73268,113834,93466,133678,29055,52042,73268,113834,93467,133678,NA,52040,NA,29051,73266,113833,93464,133676,Runtime for Android template,184,90988,184,0.22,no,1280
97.51552795,97.51552795,19,458.6397516,458.6397516,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,12,0,0,0,15,15,36,36,36,36,12,36,36,36,36,12,15,36,36,36,36,12,0,36,NA,15,36,36,36,12,1138,229,10/25/17 10:19:35,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-22.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,12,15,36,4,C:/Users/russe/Desktop/subject-22.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,3,7,7,7,7,4,450,823,NA,1247,783,513,522,496,416,405,450,2,legacy,Female,1024,2,48000,-16,experiment,22,even,droid,16541,NA,20710,22781,NA,32461,53399,73720,93746,113543,2042,NA,NA,NA,NA,53302,73582,113511,93703,120327,NA,21534,31678,31156,31670,53302,73582,113511,93702,120327,52779,73085,113093,93296,119875,31156,52779,73085,113093,93296,119875,NA,52778,NA,31155,73083,113091,93295,119874,Runtime for Android template,157,73841,161,0.4,no,1280
97.6744186,97.6744186,19,455.8081395,455.8081395,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,23,0,0,0,15,15,36,36,36,36,23,36,36,36,36,23,15,36,36,36,36,23,0,36,NA,15,36,36,36,23,1097,171,10/25/17 10:19:35,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-22.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,24,192,droid,23,15,36,4,C:/Users/russe/Desktop/subject-22.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,3,7,7,7,7,4,337,823,NA,1247,783,513,522,496,416,405,337,2,legacy,Female,1024,2,48000,-16,experiment,22,even,droid,16541,NA,20710,22781,NA,32461,53399,73720,93746,113543,2042,NA,NA,NA,NA,53302,73582,113511,93703,125704,NA,21534,31678,31156,31670,53302,73582,113511,93702,125704,52779,73085,113093,93296,125364,31156,52779,73085,113093,93296,125364,NA,52778,NA,31155,73083,113091,93295,125362,Runtime for Android template,168,78399,172,0.4,no,1280
97.75280899,97.75280899,19,455.6404494,455.6404494,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,29,0,0,0,15,15,36,36,36,36,29,36,36,36,36,29,15,36,36,36,36,29,0,36,NA,15,36,36,36,29,563,252,10/25/17 10:19:35,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-22.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,2,yes,800,42,192,droid,29,15,36,2,C:/Users/russe/Desktop/subject-22.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,3,7,7,7,7,2,401,823,NA,1247,783,513,522,496,416,405,401,2,legacy,Female,1024,2,48000,-16,experiment,22,even,droid,16541,NA,20710,22781,NA,32461,53399,73720,93746,113543,2042,NA,NA,NA,NA,53302,73582,113511,93703,128848,NA,21534,31678,31156,31670,53302,73582,113511,93702,128848,52779,73085,113093,93296,128444,31156,52779,73085,113093,93296,128444,NA,52778,NA,31155,73083,113091,93295,128443,Runtime for Android template,174,81104,178,0.22,no,1280
