age,bigram_frequency,concreteness,correct,diversity,word_freq,initial,letters,response_time,sex,subject,item,trans_prob
22,10,2.12,1,1,117138,seeker,5,505,0,17,after,0.126582278
21,0,2.38,1,0,30410,yonder,4,505,1,20,able,0
19,10,4.4,1,252,5078,large,5,505,1,24,adult,0.000444168
19,19,2.71,1,6,10940,wheelchair,6,505,1,24,access,0.017160686
19,,,1,,,city,5,505,1,24,awtch,0
20,10,3.07,1,144,25203,support,6,505,1,25,across,0.00187699
19,33,2.72,1,148,3941,working,6,505,1,26,abroad,0.0007179
19,,,1,,,laminate,5,505,1,26,alemn,0
19,0,3.97,1,0,966,comely,6,505,1,3,aboard,0
20,35,3.08,1,750,15891,our,7,505,1,30,account,0.000336821
20,,,1,,,mug,6,505,0,4,alched,0
19,24,2.46,1,342,27467,every,3,505,0,5,act,0.000772355
19,0,3,1,0,8238,quad,3,505,0,5,add,0
20,24,2.46,1,342,27467,every,3,505,1,6,act,0.000772355
19,10,1.45,1,395,2220,these,8,505,1,9,abstract,0.000112
22,15,2.31,1,6,5780,virtual,7,506,1,12,absence,0.013559322
20,16,4.11,1,2,19076,ambient,3,506,0,13,air,0.0778
21,281,1.52,1,143,2682878,few,3,506,1,14,and,0.001304734
21,0,2.86,1,0,21857,jink,3,506,1,16,age,0
20,,,1,,,excel,5,506,1,19,aifed,0
21,,,1,,,project,6,506,0,2,ainged,0
21,,,1,,,hugs,4,506,1,20,aths,0
21,,,1,,,project,6,506,1,22,ainged,0
19,,,1,,,involved,5,506,1,26,arned,0
20,0,2.27,1,0,262447,warren,3,506,1,29,all,0
19,16,4.11,1,2,19076,ambient,3,506,1,3,air,0.0778
20,0,1.52,1,0,2682878,drubs,3,506,0,32,and,0
19,,,1,,,form,6,506,0,5,arnths,0
20,10,3.07,1,144,25203,support,6,506,1,6,across,0.00187699
20,0,1.77,1,0,197116,acronym,5,507,1,1,about,0
22,,,1,,,art,5,507,1,12,ainde,0
21,,,1,,,art,5,507,1,15,ainde,0
21,25,2.86,1,155,22099,common,6,507,1,16,action,0.000712368
21,,,1,,,picture,6,507,1,20,anuque,0
21,10,2.12,1,1,117138,seeker,5,507,1,22,after,0.126582278
19,10,4.4,1,252,5078,large,5,507,0,23,adult,0.000444168
19,,,1,,,please,5,507,1,27,alned,0
20,15,3.07,1,4,25203,stumble,6,508,1,1,across,0.066037736
21,0,2.86,1,0,21857,jink,3,508,1,10,age,0
22,0,3.97,1,0,966,comely,6,508,0,17,aboard,0
21,14,2.71,1,787,10940,any,6,508,1,20,access,0.0000886
21,0,2.12,1,0,117138,trellis,5,508,1,20,after,0
22,,,1,,,art,5,508,1,21,ainde,0
19,0,2.74,1,0,15429,chevron,6,508,1,26,amount,0
19,28,2.38,1,19,30410,scarcely,4,508,1,27,able,0.007159905
20,12,2.12,1,220,117138,black,5,508,1,29,after,0.003132404
22,0,2.31,1,0,5780,ribbed,7,508,0,31,absence,0
19,,,1,,,clearly,6,508,1,9,awcked,0
19,,,1,,,form,6,508,1,9,arnths,0
21,10,3.48,1,103,1637,natural,6,509,1,10,allies,0.015857492
22,,,1,,,hugs,4,509,1,12,aths,0
20,,,1,,,phone,6,509,0,13,athrex,0
22,17,2,1,7,56231,surfaced,5,509,0,17,again,0.038674033
21,131,2.45,1,289,3304,whole,6,509,0,2,affair,0.000535834
21,0,4.11,1,0,19076,exclaim,3,509,0,2,air,0
21,25,2.86,1,155,22099,common,6,509,1,20,action,0.000712368
21,17,3,1,196,8238,four,3,509,1,20,add,0.000303523
19,43,2.59,1,138,1600,red,5,509,1,26,alert,0.001453488
20,59,2.86,1,102,21857,modern,3,509,0,4,age,0.000758725
20,,,1,,,subject,4,509,1,6,arls,0
20,10,1.45,1,395,2220,these,8,509,0,7,abstract,0.000112
21,13,1.45,1,21,2220,purely,8,510,1,10,abstract,0.004290172
21,68,1.8,1,1,56208,grudge,7,510,1,15,against,0.352331606
21,,,1,,,please,5,510,1,15,alned,0
22,,,1,,,market,5,510,0,17,awhus,0
21,0,3.08,1,0,15891,oaf,7,510,1,18,account,0
20,24,2.46,1,342,27467,every,3,510,1,19,act,0.000772355
21,37,3,1,19,8238,pan,3,510,0,2,add,0.085470085
21,21,3.32,1,201,7290,under,6,510,1,20,active,0.004194452
19,10,3.97,1,259,966,back,6,510,1,26,aboard,0.000489
19,10,2.72,1,11,3941,shipped,6,510,1,26,abroad,0.022099448
19,14,2.71,1,787,10940,any,6,510,1,27,access,0.0000886
22,22,1.8,1,240,56208,white,7,510,1,28,against,0.000814531
20,,,1,,,sheet,5,510,1,29,armth,0
20,24,2.46,1,342,27467,every,3,510,0,4,act,0.000772355
20,40,3.32,1,12,7290,chronic,6,510,0,4,active,0.006462985
20,24,2.86,1,3,21857,bygone,3,510,0,7,age,0.155339806
20,35,2.86,1,4,22099,reflex,6,510,0,7,action,0.046321526
19,10,3.33,1,2,25748,airspace,5,510,1,9,above,0.117647059
20,10,4.4,1,252,5078,large,5,511,1,1,adult,0.000444168
21,0,2.73,1,0,10437,ley,6,511,1,10,advice,0
19,0,4.4,1,0,5078,saccade,5,511,0,11,adult,0
21,,,1,,,group,4,511,1,14,aizo,0
21,40,3.32,1,12,7290,chronic,6,511,1,18,active,0.006462985
21,15,3.07,1,4,25203,stumble,6,511,0,2,across,0.066037736
19,0,3.33,1,0,25748,dissemble,5,511,0,23,above,0
19,35,2.86,1,4,22099,reflex,6,511,1,24,action,0.046321526
20,,,1,,,art,5,511,1,25,ainde,0
19,0,3.32,1,0,7290,wicket,6,511,1,26,active,0
19,0,2.74,1,0,15429,chevron,6,511,1,27,amount,0
19,,,1,,,course,7,511,1,27,aughthe,0
20,68,1.8,1,1,56208,grudge,7,511,1,29,against,0.352331606
20,100,3.14,1,125,4254,kept,5,511,1,30,alive,0.002446526
20,17,3,1,196,8238,four,3,511,0,32,add,0.000303523
20,0,1.52,1,0,2682878,drubs,3,511,1,6,and,0
20,,,1,,,coding,4,511,0,7,ance,0
19,10,2.59,1,19,1600,flood,5,511,1,9,alert,0.022222222
19,0,2.71,1,0,10940,taxes,6,511,1,9,access,0
20,0,3.08,1,0,15891,oaf,7,512,1,1,account,0
21,,,1,,,manage,4,512,1,10,acth,0.016881827
20,,,1,,,field,5,512,0,13,apsed,0
21,21,1.57,1,29,1159,lake,6,512,1,14,accord,0.010085729
21,,,1,,,connection,5,512,1,14,aunde,0
21,12,4.4,1,15,5078,mature,5,512,1,22,adult,0.006774362
21,,,1,,,advance,6,512,1,22,ashluk,0
19,24,2.46,1,342,27467,every,3,512,1,24,act,0.000772355
20,33,2.72,1,148,3941,working,6,512,1,25,abroad,0.0007179
20,,,1,,,comes,4,512,1,30,alve,0
20,,,1,,,final,5,512,1,30,ainns,0
22,131,2.45,1,289,3304,whole,6,512,0,31,affair,0.000535834
20,,,1,,,phone,6,512,0,32,athrex,0
19,20,3.33,1,199,25748,face,5,512,0,5,above,0.000343073
20,12,2.12,1,220,117138,black,5,512,1,8,after,0.003132404
20,,,1,,,field,5,512,1,8,apsed,0
21,10,3.97,1,259,966,back,6,513,1,15,aboard,0.000489
20,0,1.57,1,0,1159,nemesis,6,513,1,25,accord,0
19,26,2.46,1,3,27467,wrongful,3,513,1,3,act,0.07804878
19,,,1,,,seven,6,513,1,3,amooph,0
22,10,2.12,1,1,117138,seeker,5,513,0,31,after,0.126582278
19,0,2.31,1,0,5780,ribbed,7,513,1,9,absence,0
21,14,2.27,1,295,262447,big,3,514,1,18,all,0.00121179
21,153,2.31,1,1375,5780,their,7,514,1,18,absence,0.0000422
21,,,1,,,lead,5,514,1,18,aized,0
21,,,1,,,picture,6,514,1,18,anuque,0
22,,,1,,,lion,5,514,1,21,alogg,0
19,0,3.97,1,0,966,comely,6,514,1,26,aboard,0
20,0,3.08,1,0,15891,oaf,7,514,1,29,account,0
20,,,1,,,hugs,4,514,1,29,aths,0
19,0,2.59,1,0,1600,orate,5,514,1,3,alert,0
22,22,1.8,1,240,56208,white,7,514,0,31,against,0.000814531
20,11,2.74,1,109,15429,extra,6,514,0,4,amount,0.00199078
20,10,3.33,1,2,25748,airspace,5,514,0,4,above,0.117647059
20,,,1,,,speech,4,514,0,4,atru,0
20,14,2.71,1,787,10940,any,6,514,0,7,access,0.0000886
20,0,3.33,1,0,25748,dissemble,5,514,1,8,above,0
19,10,3.97,1,259,966,back,6,514,1,9,aboard,0.000489
19,,,1,,,sheet,5,515,0,11,armth,0
20,,,1,,,saved,6,515,0,13,ashrim,0
21,24,2.27,1,3,262447,amidst,3,515,1,14,all,0.296370968
20,13,2.71,1,597,3597,who,5,515,1,19,abuse,0.000174
20,,,1,,,final,5,515,1,19,ainns,0
21,,,1,,,poor,5,515,0,2,aphth,0
19,,,1,,,phone,6,515,0,23,athrex,0
22,0,4.4,1,0,5078,saccade,5,515,0,31,adult,0
20,,,1,,,steam,5,515,0,4,amibe,0
21,10,2.74,1,8,15429,finite,6,516,1,10,amount,0.025316456
19,0,3.07,1,0,25203,assemblage,6,516,0,11,across,0
20,10,3.48,1,103,1637,natural,6,516,0,13,allies,0.015857492
21,10,3.08,1,9,15891,graphic,7,516,1,15,account,0.018656716
21,,,1,,,poor,5,516,1,16,aphth,0
20,24,2.27,1,3,262447,amidst,3,516,1,19,all,0.296370968
20,0,3.32,1,0,7290,wicket,6,516,1,19,active,0
20,,,1,,,involved,5,516,1,19,arned,0
19,,,1,,,please,5,516,1,26,alned,0
20,13,1.77,1,1,197116,brag,5,516,1,30,about,0.351351351
19,,,1,,,manage,4,516,1,9,acth,0.016881827
20,14,2.27,1,295,262447,big,3,517,0,13,all,0.00121179
21,16,4.11,1,2,19076,ambient,3,517,1,18,air,0.0778
21,,,1,,,clearly,6,517,0,2,awcked,0
19,0,4.4,1,0,5078,saccade,5,517,0,23,adult,0
22,14,2.71,1,787,10940,any,6,517,0,31,access,0.0000886
20,37,3,1,19,8238,pan,3,517,1,6,add,0.085470085
20,0,2.71,1,0,10940,taxes,6,517,1,8,access,0
21,10,3.33,1,2,25748,airspace,5,518,1,16,above,0.117647059
21,37,3,1,19,8238,pan,3,518,1,22,add,0.085470085
19,0,3.32,1,0,7290,wicket,6,518,0,23,active,0
19,,,1,,,forward,6,518,0,23,arthed,0
19,40,3.32,1,12,7290,chronic,6,518,1,24,active,0.006462985
20,,,1,,,please,5,518,1,25,alned,0
20,26,2.46,1,3,27467,wrongful,3,518,0,4,act,0.07804878
19,0,3.14,1,0,4254,habitat,5,518,0,5,alive,0
19,0,3.08,1,0,15891,oaf,7,518,0,5,account,0
22,,,1,,,coding,4,519,1,12,ance,0
21,,,1,,,project,6,519,1,14,ainged,0
21,0,2.86,1,0,21857,jink,3,519,1,14,age,0
21,,,1,,,saved,6,519,1,14,ashrim,0
21,,,1,,,output,5,519,1,15,anths,0
21,,,1,,,sound,6,519,1,16,awphth,0
22,,,1,,,front,5,519,1,21,apths,0
20,40,3.32,1,12,7290,chronic,6,519,1,29,active,0.006462985
19,37,3,1,19,8238,pan,3,519,1,3,add,0.085470085
20,,,1,,,phone,6,519,1,30,athrex,0
20,0,2.27,1,0,262447,warren,3,519,0,4,all,0
21,,,1,,,group,4,520,1,10,aizo,0
19,10,2,1,119,56231,green,5,520,0,11,again,0.00177632
19,20,3.33,1,199,25748,face,5,520,0,11,above,0.000343073
21,103,2.73,1,111,10437,offer,6,520,1,16,advice,0.001386001
21,0,2.71,1,0,3597,opulent,5,520,1,16,abuse,0
22,,,1,,,clearly,6,520,0,17,awcked,0
22,,,1,,,course,7,520,0,17,aughthe,0
21,0,1.77,1,0,197116,acronym,5,520,1,18,about,0
21,0,3.48,1,0,1637,helix,6,520,0,2,allies,0
21,,,1,,,month,4,520,1,20,abbs,0.000588755
19,,,1,,,yearly,4,520,1,3,aoll,0
21,,,1,,,force,6,521,1,10,aished,0
19,0,3.32,1,0,7290,wicket,6,521,0,11,active,0
21,0,3.07,1,0,25203,assemblage,6,521,1,18,across,0
19,0,2.74,1,0,15429,chevron,6,521,0,23,amount,0
22,,,1,,,march,6,521,1,28,ancsed,0
20,,,1,,,phone,6,521,1,29,athrex,0
20,24,2.86,1,3,21857,bygone,3,521,0,32,age,0.155339806
20,,,1,,,works,5,521,1,6,arnde,0
20,131,2.45,1,289,3304,whole,6,521,0,7,affair,0.000535834
19,0,2.73,1,0,10437,ley,6,521,1,9,advice,0
19,0,4.11,1,0,19076,exclaim,3,521,1,9,air,0
21,103,2.73,1,111,10437,offer,6,522,1,15,advice,0.001386001
21,0,2,1,0,56231,hoary,5,522,1,16,again,0
20,153,2.31,1,1375,5780,their,7,522,1,19,absence,0.0000422
19,0,3.48,1,0,1637,helix,6,522,0,23,allies,0
20,0,1.52,1,0,2682878,drubs,3,522,1,25,and,0
19,0,2.72,1,0,3941,talisman,6,522,1,3,abroad,0
22,0,2.71,1,0,10940,taxes,6,522,0,31,access,0
22,,,1,,,course,7,522,0,31,aughthe,0
19,,,1,,,picture,6,522,1,9,anuque,0
20,10,1.52,1,1,2682878,acne,3,523,1,1,and,0.0746
19,10,1.52,1,1,2682878,acne,3,523,1,9,and,0.0746
21,,alemn,1,,,laminate,0,524,1,10,,0.010085729
22,336,1.77,1,1743,197116,with,5,524,1,12,about,0.0000261
21,,,1,,,easy,3,524,1,16,ags,0
22,,,1,,,bag,5,524,0,17,ampts,0
22,103,2.73,1,111,10437,offer,6,524,1,21,advice,0.001386001
21,10,4.4,1,252,5078,large,5,524,1,22,adult,0.000444168
19,,,1,,,course,7,524,0,23,aughthe,0
20,,,1,,,march,6,524,1,25,ancsed,0
20,14,2.71,1,787,10940,any,6,524,1,29,access,0.0000886
20,,,1,,,bed,8,524,1,6,aughntch,0
20,0,3.32,1,0,7290,wicket,6,524,0,7,active,0
20,10,2.74,1,8,15429,finite,6,525,1,1,amount,0.025316456
22,43,2.59,1,138,1600,red,5,525,1,12,alert,0.001453488
21,,,1,,,bag,5,525,1,14,ampts,0
22,,alemn,1,,,laminate,0,525,0,17,,0.010085729
21,24,2.27,1,3,262447,amidst,3,525,1,18,all,0.296370968
21,15,3.07,1,4,25203,stumble,6,525,1,18,across,0.066037736
20,21,3.32,1,201,7290,under,6,525,1,19,active,0.004194452
20,,,1,,,table,6,525,1,25,amonte,0
19,0,2.73,1,0,10437,ley,6,525,1,3,advice,0
20,12,2.12,1,220,117138,black,5,525,0,32,after,0.003132404
20,10,2.59,1,19,1600,flood,5,525,0,32,alert,0.022222222
20,,,1,,,final,5,525,0,32,ainns,0
20,,,1,,,forward,6,525,0,4,arthed,0
19,17,3,1,196,8238,four,3,525,1,9,add,0.000303523
21,0,2.59,1,0,1600,orate,5,526,1,14,alert,0
21,0,2.73,1,0,10437,ley,6,526,1,15,advice,0
21,33,2.72,1,148,3941,working,6,526,1,16,abroad,0.0007179
22,0,2.73,1,0,10437,ley,6,526,0,17,advice,0
22,,,1,,,subject,4,526,0,17,arls,0
19,131,2.45,1,289,3304,whole,6,526,1,26,affair,0.000535834
19,,,1,,,final,5,526,1,26,ainns,0
19,,,1,,,art,5,526,1,27,ainde,0
20,10,4.4,1,252,5078,large,5,526,0,4,adult,0.000444168
19,,,1,,,bag,5,526,0,5,ampts,0
20,20,3.33,1,199,25748,face,5,527,1,1,above,0.000343073
20,10,2.74,1,8,15429,finite,6,527,0,13,amount,0.025316456
21,10,2.12,1,1,117138,seeker,5,527,1,15,after,0.126582278
21,0,2.86,1,0,21857,jink,3,527,1,15,age,0
21,,,1,,,speech,4,527,1,16,atru,0
21,,,1,,,mug,6,527,0,2,alched,0
21,,,1,,,advance,6,527,1,20,ashluk,0
22,,,1,,,forward,6,527,1,21,arthed,0
20,0,2.27,1,0,262447,warren,3,527,1,25,all,0
20,10,3.07,1,144,25203,support,6,527,1,29,across,0.00187699
19,13,3.97,1,26,966,climb,6,527,1,3,aboard,0.004906334
20,131,2.45,1,289,3304,whole,6,527,1,30,affair,0.000535834
20,68,1.8,1,1,56208,grudge,7,527,0,32,against,0.352331606
19,0,4.11,1,0,19076,exclaim,3,528,0,11,air,0
19,,,1,,,girl,5,528,0,11,anzed,0
22,10,3.07,1,144,25203,support,6,528,1,12,across,0.00187699
20,43,2.59,1,138,1600,red,5,528,1,19,alert,0.001453488
21,24,2.27,1,3,262447,amidst,3,528,1,20,all,0.296370968
19,17,3,1,196,8238,four,3,528,0,23,add,0.000303523
22,,,1,,,tank,6,528,1,28,aruild,0
19,,,1,,,project,6,528,1,3,ainged,0
20,0,2.74,1,0,15429,chevron,6,528,1,30,amount,0
20,21,1.57,1,29,1159,lake,6,528,1,6,accord,0.010085729
20,59,2.86,1,102,21857,modern,3,528,1,8,age,0.000758725
19,,,1,,,forward,6,528,1,9,arthed,0
19,131,2.45,1,289,3304,whole,6,529,0,11,affair,0.000535834
21,0,2.31,1,0,5780,ribbed,7,529,1,16,absence,0
22,,,1,,,raw,5,529,0,17,aiced,0
19,0,1.52,1,0,2682878,drubs,3,529,1,26,and,0
19,0,2.27,1,0,262447,warren,3,529,1,27,all,0
20,22,2.71,1,7,3597,racial,5,529,1,29,abuse,0.01875
19,0,3.14,1,0,4254,habitat,5,529,1,3,alive,0
20,0,2.72,1,0,3941,talisman,6,529,0,4,abroad,0
20,,,1,,,poor,5,529,1,6,aphth,0
20,13,2.71,1,597,3597,who,5,529,1,8,abuse,0.000174
22,20,3.33,1,199,25748,face,5,530,1,12,above,0.000343073
22,13,1.77,1,1,197116,brag,5,530,1,12,about,0.351351351
22,,,1,,,forward,6,530,1,12,arthed,0
22,,,1,,,please,5,530,1,12,alned,0
21,10,3.08,1,9,15891,graphic,7,530,1,14,account,0.018656716
22,,,1,,,form,6,530,1,21,arnths,0
19,28,2.38,1,19,30410,scarcely,4,530,0,23,able,0.007159905
19,51,3.48,1,2,1637,wartime,6,530,1,24,allies,0.048710602
20,17,3,1,196,8238,four,3,530,1,25,add,0.000303523
19,51,3.48,1,2,1637,wartime,6,530,1,3,allies,0.048710602
20,25,2.86,1,155,22099,common,6,530,1,6,action,0.000712368
20,,,1,,,saved,6,530,1,8,ashrim,0
20,0,3.14,1,0,4254,habitat,5,531,1,1,alive,0
20,0,4.4,1,0,5078,saccade,5,531,1,1,adult,0
20,0,2.45,1,0,3304,sable,6,531,1,1,affair,0
21,153,2.31,1,1375,5780,their,7,531,1,14,absence,0.0000422
21,,,1,,,socks,4,531,1,16,almn,0
21,15,2.31,1,6,5780,virtual,7,531,1,18,absence,0.013559322
20,43,2.59,1,138,1600,red,5,531,1,25,alert,0.001453488
19,10,4.4,1,252,5078,large,5,531,1,26,adult,0.000444168
20,10,3.08,1,9,15891,graphic,7,531,0,32,account,0.018656716
20,0,3.32,1,0,7290,wicket,6,531,0,32,active,0
20,,,1,,,lion,5,531,0,7,alogg,0
20,22,2.71,1,7,3597,racial,5,532,1,1,abuse,0.01875
21,,,1,,,hugs,4,532,1,16,aths,0
21,,,1,,,phone,6,532,0,2,athrex,0
19,,,1,,,field,5,532,0,5,apsed,0
20,35,3.08,1,750,15891,our,7,532,1,6,account,0.000336821
20,0,2.38,1,0,30410,yonder,4,533,1,1,able,0
20,12,2.12,1,220,117138,black,5,533,0,13,after,0.003132404
21,14,2.27,1,295,262447,big,3,533,1,14,all,0.00121179
21,0,2.27,1,0,262447,warren,3,533,1,20,all,0
21,0,2.12,1,0,117138,trellis,5,533,1,22,after,0
19,35,2.38,1,2048,30410,or,4,533,0,23,able,0.0000324
19,0,2.12,1,0,117138,trellis,5,533,1,27,after,0
22,10,4.4,1,252,5078,large,5,533,1,28,adult,0.000444168
21,0,2.46,1,0,27467,elixir,3,534,1,10,act,0
21,0,3.14,1,0,4254,habitat,5,534,1,15,alive,0
21,43,2.59,1,138,1600,red,5,534,0,2,alert,0.001453488
22,,,1,,,works,5,534,1,21,arnde,0
21,14,2.71,1,787,10940,any,6,534,1,22,access,0.0000886
19,0,2.71,1,0,3597,opulent,5,534,0,23,abuse,0
19,,,1,,,phone,6,534,1,27,athrex,0
20,11,4.11,1,122,19076,former,3,534,1,30,air,0.001237259
20,10,3.07,1,144,25203,support,6,534,0,4,across,0.00187699
19,,,1,,,nudge,6,534,1,9,awshed,0
21,22,2.71,1,7,3597,racial,5,535,1,14,abuse,0.01875
21,0,2.12,1,0,117138,trellis,5,535,1,16,after,0
22,281,1.52,1,143,2682878,few,3,535,0,17,and,0.001304734
22,13,3.97,1,26,966,climb,6,535,0,17,aboard,0.004906334
21,,,1,,,knight,5,535,1,18,alide,0
21,,alemn,1,,,laminate,0,535,0,2,,0.010085729
21,,,1,,,raw,5,535,0,2,aiced,0
21,12,4.4,1,15,5078,mature,5,535,1,20,adult,0.006774362
21,,,1,,,tank,6,535,1,22,aruild,0
19,22,1.8,1,240,56208,white,7,535,0,23,against,0.000814531
20,24,2.86,1,3,21857,bygone,3,535,1,25,age,0.155339806
20,10,2.59,1,19,1600,flood,5,535,1,25,alert,0.022222222
19,,,1,,,fire,5,535,1,26,aifes,0
19,,,1,,,steam,5,535,1,26,amibe,0
19,68,1.8,1,1,56208,grudge,7,535,1,27,against,0.352331606
19,,,1,,,lead,5,535,1,3,aized,0
20,10,4.4,1,252,5078,large,5,535,1,6,adult,0.000444168
20,,,1,,,time,6,535,1,6,aphlar,0
20,43,2.59,1,138,1600,red,5,535,0,7,alert,0.001453488
20,,,1,,,form,6,535,0,7,arnths,0
20,15,3.07,1,4,25203,stumble,6,535,1,8,across,0.066037736
20,,,1,,,tank,6,535,1,8,aruild,0
22,,,1,,,group,4,536,1,12,aizo,0
20,13,1.77,1,1,197116,brag,5,536,0,13,about,0.351351351
20,0,1.52,1,0,2682878,drubs,3,536,0,13,and,0
21,25,2.86,1,155,22099,common,6,536,1,14,action,0.000712368
21,0,2.31,1,0,5780,ribbed,7,536,1,14,absence,0
21,0,1.57,1,0,1159,nemesis,6,536,1,15,accord,0
21,,,1,,,easy,3,536,0,2,ags,0
21,10,3.33,1,2,25748,airspace,5,536,1,20,above,0.117647059
21,59,2.86,1,102,21857,modern,3,536,1,22,age,0.000758725
19,,,1,,,letter,5,536,0,23,ardge,0
19,281,1.52,1,143,2682878,few,3,536,1,24,and,0.001304734
19,0,1.57,1,0,1159,nemesis,6,536,1,24,accord,0
20,,,1,,,course,7,536,1,29,aughthe,0
19,10,3.48,1,103,1637,natural,6,536,1,3,allies,0.015857492
20,11,2.73,1,16,10437,cab,6,536,0,4,advice,0.01616031
20,21,3.32,1,201,7290,under,6,537,1,1,active,0.004194452
20,12,4.4,1,15,5078,mature,5,537,1,1,adult,0.006774362
22,,,1,,,nudge,6,537,1,12,awshed,0
21,0,1.52,1,0,2682878,drubs,3,537,1,15,and,0
21,13,1.45,1,21,2220,purely,8,537,1,16,abstract,0.004290172
21,,,1,,,connection,5,537,1,16,aunde,0
22,,,1,,,knight,5,537,0,17,alide,0
21,10,3.48,1,103,1637,natural,6,537,1,18,allies,0.015857492
19,10,3.08,1,9,15891,graphic,7,537,1,24,account,0.018656716
20,,,1,,,knight,5,537,1,25,alide,0
22,10,2.59,1,19,1600,flood,5,537,0,31,alert,0.022222222
20,,,1,,,easter,5,537,0,32,aroit,0
20,21,3.32,1,201,7290,under,6,537,0,32,active,0.004194452
20,,,1,,,steam,5,537,0,32,amibe,0
19,21,1.57,1,29,1159,lake,6,537,1,9,accord,0.010085729
21,0,1.57,1,0,1159,nemesis,6,538,1,10,accord,0
20,35,2.86,1,4,22099,reflex,6,538,0,13,action,0.046321526
21,26,2.46,1,3,27467,wrongful,3,538,1,16,act,0.07804878
21,19,2.71,1,6,10940,wheelchair,6,538,1,16,access,0.017160686
22,153,2.31,1,1375,5780,their,7,538,0,17,absence,0.0000422
21,68,1.8,1,1,56208,grudge,7,538,1,18,against,0.352331606
20,0,2.74,1,0,15429,chevron,6,538,1,19,amount,0
19,,,1,,,answer,4,538,0,23,aggs,0
19,,,1,,,bag,5,538,0,23,ampts,0
19,21,1.57,1,29,1159,lake,6,538,1,24,accord,0.010085729
20,10,2.72,1,11,3941,shipped,6,538,1,25,abroad,0.022099448
22,21,3.32,1,201,7290,under,6,538,1,28,active,0.004194452
22,,,1,,,fire,5,538,1,28,aifes,0
20,11,4.11,1,122,19076,former,3,538,1,29,air,0.001237259
22,24,2.46,1,342,27467,every,3,538,0,31,act,0.000772355
20,10,2.59,1,19,1600,flood,5,538,1,6,alert,0.022222222
20,,,1,,,advance,6,539,1,1,ashluk,0
22,35,2.86,1,4,22099,reflex,6,539,1,12,action,0.046321526
22,,,1,,,bed,8,539,1,12,aughntch,0
20,59,2.86,1,102,21857,modern,3,539,0,13,age,0.000758725
21,19,2.71,1,6,10940,wheelchair,6,539,1,14,access,0.017160686
21,0,1.57,1,0,1159,nemesis,6,539,1,14,accord,0
21,,,1,,,despite,4,539,1,15,ards,0
21,10,3.97,1,259,966,back,6,539,1,18,aboard,0.000489
21,20,3.33,1,199,25748,face,5,539,1,18,above,0.000343073
21,,,1,,,bag,5,539,1,18,ampts,0
21,24,2.46,1,342,27467,every,3,539,0,2,act,0.000772355
22,10,2.74,1,8,15429,finite,6,539,1,21,amount,0.025316456
22,0,2.86,1,0,21857,jink,3,539,1,28,age,0
19,0,3.08,1,0,15891,oaf,7,539,1,3,account,0
20,21,1.57,1,29,1159,lake,6,540,1,1,accord,0.010085729
22,12,4.4,1,15,5078,mature,5,540,1,12,adult,0.006774362
22,0,2.71,1,0,3597,opulent,5,540,1,12,abuse,0
21,37,3,1,19,8238,pan,3,540,1,16,add,0.085470085
20,33,2.72,1,148,3941,working,6,540,1,19,abroad,0.0007179
19,,,1,,,final,5,540,1,27,ainns,0
20,,,1,,,saved,6,540,0,32,ashrim,0
19,10,3.97,1,259,966,back,6,540,0,5,aboard,0.000489
20,28,2.38,1,19,30410,scarcely,4,540,0,7,able,0.007159905
20,,,1,,,hugs,4,540,0,7,aths,0
20,,,1,,,project,6,540,0,7,ainged,0
20,100,3.14,1,125,4254,kept,5,541,1,1,alive,0.002446526
19,21,3.32,1,201,7290,under,6,541,0,11,active,0.004194452
19,336,1.77,1,1743,197116,with,5,541,0,11,about,0.0000261
21,,,1,,,table,6,541,1,18,amonte,0
20,103,2.73,1,111,10437,offer,6,541,1,19,advice,0.001386001
19,10,3.33,1,2,25748,airspace,5,541,1,26,above,0.117647059
22,10,2,1,119,56231,green,5,541,1,28,again,0.00177632
22,,,1,,,knight,5,541,1,28,alide,0
20,103,2.73,1,111,10437,offer,6,541,1,30,advice,0.001386001
20,,,1,,,saved,6,541,1,30,ashrim,0
22,35,2.38,1,2048,30410,or,4,541,0,31,able,0.0000324
22,0,3.48,1,0,1637,helix,6,541,0,31,allies,0
19,0,2,1,0,56231,hoary,5,542,0,11,again,0
22,0,2.74,1,0,15429,chevron,6,542,1,12,amount,0
21,100,3.14,1,125,4254,kept,5,542,1,14,alive,0.002446526
21,40,3.32,1,12,7290,chronic,6,542,1,16,active,0.006462985
22,,,1,,,field,5,542,0,17,apsed,0
21,11,4.11,1,122,19076,former,3,542,1,18,air,0.001237259
20,51,3.48,1,2,1637,wartime,6,542,1,19,allies,0.048710602
20,,,1,,,coding,4,542,1,19,ance,0
21,,,1,,,involved,5,542,0,2,arned,0
19,,,1,,,group,4,542,1,24,aizo,0
19,,,1,,,forward,6,542,1,26,arthed,0
19,35,2.38,1,2048,30410,or,4,542,1,3,able,0.0000324
19,,,1,,,bed,8,542,1,3,aughntch,0
19,,,1,,,razor,6,542,0,5,akrath,0
20,19,2.71,1,6,10940,wheelchair,6,542,1,6,access,0.017160686
20,,,1,,,girl,5,543,1,1,anzed,0
22,17,2,1,7,56231,surfaced,5,543,1,12,again,0.038674033
22,0,2.71,1,0,10940,taxes,6,543,0,17,access,0
21,0,2.73,1,0,10437,ley,6,543,1,18,advice,0
